,Title,Orchestra,Singer,Record Date,Genre,Duration,Label,Disc type,Disc No.
1063,Soy una fiera,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1945-09-25,Milonga,02:26,Odeon,Shellac,30205
1064,María,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1945-10-16,Tango,03:07,Odeon,Shellac,30206
1065,Dolor de tango,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1945-11-23,Tango,02:44,Odeon,Shellac,30207
1066,El trovero,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1946-01-10,Vals,02:59,Odeon,Shellac,41206
1067,Burbujas,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1946-01-30,Tango,02:56,Odeon,Shellac,30210
1068,De vuelta al bulín,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1946-03-20,Tango,03:00,Odeon,Shellac,41207
1069,Ensueño,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1946-08-06,Vals,02:38,Odeon,Shellac,30213
1074,Déjame ser así,Enrique Rodríguez y su Orquesta Típica,Roberto Flores,1938-03-23,Tango,02:24,Odeon,Shellac,7203
1075,Para mí eres divina,Enrique Rodríguez y su Orquesta Típica,Roberto Flores,1938-05-23,Foxtrot,02:22,Odeon,Shellac,52314
1076,Oh Ma-Ma,Enrique Rodríguez y su Orquesta Típica,Roberto Flores,1938-09-21,Pasodoble,02:45,Odeon,Shellac,7207
1077,¿Vendrás alguna vez?,Enrique Rodríguez y su Orquesta Típica,Roberto Flores,1938-12-27,Tango,02:27,Odeon,Shellac,7208
1078,"Te quiero ver, escopeta",Enrique Rodríguez y su Orquesta Típica,Roberto Flores,1939-02-01,Tango,02:28,Odeon,Shellac,7209
1079,Jarangón,Enrique Rodríguez y su Orquesta Típica,Roberto Flores,1939-02-24,Marcha,02:36,Odeon,Shellac,7210
1080,Encantador de serpentes,Enrique Rodríguez y su Orquesta Típica,Roberto Flores,1939-06-05,Foxtrot,02:37,Odeon,Shellac,7211
1081,¡Mosterio!,Enrique Rodríguez y su Orquesta Típica,Roberto Flores,1939-07-25,Tango,02:40,Odeon,Shellac,7213
1082,"Con permiso, señorita",Enrique Rodríguez y su Orquesta Típica,Roberto Flores,1939-10-10,Tango,02:29,Odeon,Shellac,7214
1083,El morochito,Enrique Rodríguez y su Orquesta Típica,Instrumental,1941-12-19,Tango,02:29,Odeon,Shellac,7237
1084,Cordón de oro,Enrique Rodríguez y su Orquesta Típica,Instrumental,1945-07-11,Tango,02:29,Odeon,Shellac,7280
1085,El africano,Enrique Rodríguez y su Orquesta Típica,Instrumental,1945-12-26,Tango,03:05,Odeon,Shellac,55738
1086,Zorro gris,Enrique Rodríguez y su Orquesta Típica,Instrumental,1946-03-22,Tango,02:30,Odeon,Shellac,7288
1087,La casita está triste,Enrique Rodríguez y su Orquesta Típica,Fernando Reyes,1946-04-25,Tango,02:33,Odeon,Shellac,7289
1088,Juan Palomo,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera y Fernando Reyes,1946-05-22,Milonga,02:19,Odeon,Shellac,7290
1089,Mecha,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera y Fernando Reyes,1946-06-21,Vals,03:01,Odeon,Shellac,7291
1090,Adiós Pilar,Enrique Rodríguez y su Orquesta Típica,Fernando Reyes,1946-09-26,Pasodoble,02:26,Odeon,Shellac,7294
1091,Alma de dios,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera,1946-11-13,Arreglo en Foxtrot,02:52,Odeon,Shellac,7295
1092,Mañana por la mañana,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera,1947-01-17,Vals,02:44,Odeon,Shellac,7296
1093,Seguí mi consejo,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera,1947-01-29,Tango,02:35,Odeon,Shellac,51608
1094,Despierta Pierrot,Enrique Rodríguez y su Orquesta Típica,Fernando Reyes,1947-04-24,Vals,02:36,Odeon,Shellac,7298
1095,Pa' que te voy a contar,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera,1947-07-11,Milonga tangueada,02:36,Odeon,Shellac,7300
1096,Cuando era mozo,Enrique Rodríguez y su Orquesta Típica,Fernando Reyes,1947-12-06,Arreglo en Foxtrot,03:10,Odeon,Shellac,30220
1097,A quien le gano,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera,1948-01-16,Tango,02:36,Odeon,Shellac,30221
1098,Oh París,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera,1948-06-21,Foxtrot,02:25,Odeon,Shellac,30222
1099,Te quiero igual,Enrique Rodríguez y su Orquesta Típica,José Torres,1949-01-27,Tango,02:37,Odeon,Shellac,30224
1100,Se acabó la mishiadura,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera,1950-12-15,Tango,03:02,Odeon,Shellac,55196
1101,Langosta,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera,1951-04-26,Tango,03:14,Odeon,Shellac,55309
1102,Giuseppe el crooner,Enrique Rodríguez y su Orquesta Típica,Ricardo Herrera,1952-07-11,Tango,03:18,Odeon,Shellac,55427
1103,Historia de chapa chapa,Enrique Rodríguez y su Orquesta Típica,Omar Quirós,1953-01-22,Tango,03:00,Odeon,Shellac,51601
1104,Tu nombre es María,Enrique Rodríguez y su Orquesta Típica,Omar Quirós,1954-03-27,Vals,03:26,Odeon,Shellac,55918
1105,"Te fuiste, ja, ja?",Enrique Rodríguez y su Orquesta Típica,Omar Quirós,1955-06-10,Tango,02:41,Odeon,Shellac,51734
1106,Niño bien,Enrique Rodríguez y su Orquesta Típica,Omar Quirós,1955-12-07,Tango,02:27,Odeon,Shellac,51854
1107,"Adiós, adiós, amor",Enrique Rodríguez y su Orquesta Típica,Oscar Galán,1956-10-08,Tango,03:26,Odeon,Shellac,52036
1108,Tiempos que nunca olvido,Enrique Rodríguez y su Orquesta Típica,Omar Quirós y Jorge Sainz,1960-03-25,Milonga Candombe,02:46,Odeon,Shellac,52596
1109,A bailar,Domingo Federico y su Orquesta Típica,Armando Moreno,1953-11-04,Tango,02:41,RCA Victor,Shellac,68-1255
1110,Nunca en domingo,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1961-05-25,Foxtrot,02:42,Odeon,Shellac,52706
1111,Plomo,Miguel Caló y su Orquesta Típica,Raúl Iriarte,1947-06-26,Tango,03:00,Odeon,Shellac,30019
1112,El vals de nochebuena (Para que tú lo bailes),Alfredo De Angelis y su Orquesta Típica,Carlos Dante,1944-11-27,Vals,02:45,Odeon,Shellac,3779
1113,El opio,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-05-09,Tango,02:43,Music Hall,Shellac,15242
1114,La cumparsita,Carlos Di Sarli y su Orquesta Típica,Instrumental,1951-07-16,Tango,03:03,Music Hall,Shellac,15100
1115,Rodríguez peña,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-04-08,Tango,03:10,Music Hall,Shellac,15285
1116,El ingeniero,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-07-22,Tango,03:15,Music Hall,Shellac,15285
1117,Barba de choclo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-09-15,Tango,02:40,Music Hall,Shellac,15397
1118,Bar exposición,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-10-27,Tango,02:09,Music Hall,Shellac,15176
1119,Mi refugio,Carlos Di Sarli y su Orquesta Típica,Instrumental,1952-10-27,Tango,02:28,Music Hall,Shellac,15398
1120,La misma tarde,Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,1970-01-01,Tango,02:55,Music Hall,Shellac,15476
1121,Tangueando te quiero,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1953-04-21,Tango,02:40,Music Hall,Shellac,15354
1122,Viento verde,Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,1953-04-21,Tango,03:00,Music Hall,Shellac,15442
1123,La capilla blanca,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1953-06-26,Tango,03:05,Music Hall,Shellac,15242
1124,El jagüel,Carlos Di Sarli y su Orquesta Típica,Instrumental,1953-10-30,Tango,02:45,Music Hall,Shellac,15442
1125,El cachafaz,Carlos Di Sarli y su Orquesta Típica,Instrumental,1954-12-31,Tango,02:50,Music Hall,Shellac,15475
1126,El choclo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1954-12-31,Tango,02:46,Music Hall,Shellac,15121
1127,Chimentos,Carlos Di Sarli y su Orquesta Típica,Mario Pomar,1954-12-31,Tango,03:26,Music Hall,Shellac,15104
1128,Poema triste,Carlos Di Sarli y su Orquesta Típica,Oscar Serpa,1954-12-31,Vals,02:35,Music Hall,Shellac,15102
1129,Demasiado tarde,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1946-02-27,Tango,02:48,Odeon,Shellac,7681
1130,Príncipe,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1946-03-28,Tango,02:15,Odeon,Shellac,7682
1131,Sin lágrimas,Osvaldo Pugliese y su Orquesta Típica,Roberto Chanel,1946-05-27,Tango,03:17,Odeon,Shellac,7683
1132,Vayan saliendo,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1946-06-21,Tango,02:31,Odeon,Shellac,7684
1133,No me escribas,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1946-07-31,Tango,03:09,Odeon,Shellac,7685
1134,Mal de amores,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1946-08-21,Tango,02:42,Odeon,Shellac,7686
1135,Una vez,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1946-11-08,Tango,03:05,Odeon,Shellac,7687
1136,Sin palabras,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1947-01-02,Tango,03:08,Odeon,Shellac,7688
1137,Ojos maulas,Osvaldo Pugliese y su Orquesta Típica,Roberto Chanel,1947-01-28,Tango,02:44,Odeon,Shellac,7689
1138,Yo te bendigo,Osvaldo Pugliese y su Orquesta Típica,Roberto Chanel,1947-03-27,Tango,03:12,Odeon,Shellac,7690
1139,N... N...,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1947-04-28,Tango,02:29,Odeon,Shellac,7691
1140,"Escuchame, Manón",Osvaldo Pugliese y su Orquesta Típica,Roberto Chanel,1947-06-10,Tango,02:34,Odeon,Shellac,7692
1141,En secreto,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1947-08-19,Tango,02:51,Odeon,Shellac,7693
1142,El mareo,Osvaldo Pugliese y su Orquesta Típica,Roberto Chanel y Alberto Morán,1947-10-14,Tango,02:53,Odeon,Shellac,7694
1143,Andá que te cure Lola,Osvaldo Pugliese y su Orquesta Típica,Roberto Chanel,1947-12-01,Milonga,02:09,Odeon,Shellac,7695
1144,Bolero,Osvaldo Pugliese y su Orquesta Típica,Roberto Chanel,1947-12-16,Tango,02:49,Odeon,Shellac,7696
1146,El retirao,Carlos Di Sarli y su Orquesta Típica,Instrumental,1939-12-11,Tango,02:21,RCA Victor,Shellac,38878
1147,Milonga del sentimiento,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1940-02-07,Milonga,02:20,RCA Victor,Shellac,38924
1148,Alma mía,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1940-02-15,Vals,02:23,RCA Victor,Shellac,38932
1149,El opio,Carlos Di Sarli y su Orquesta Típica,Instrumental,1940-04-17,Tango,02:23,RCA Victor,Shellac,38961
1150,Cosas olvidadas,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1940-06-19,Tango,02:20,RCA Victor,Shellac,39005
1151,Milonguero viejo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1940-07-04,Tango,02:19,RCA Victor,Shellac,39017
1152,El jaguar,Carlos Di Sarli y su Orquesta Típica,Instrumental,1940-08-05,Tango,02:19,RCA Victor,Shellac,39041
1153,El pollo Ricardo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1940-09-23,Tango,02:25,RCA Victor,Shellac,39086
1154,Volver a soñar,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1940-10-08,Tango,02:40,RCA Victor,Shellac,39110
1155,"Lo pasado, pasó",Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1940-11-23,Tango,02:24,RCA Victor,Shellac,39151
1156,Rosamel,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1940-12-11,Vals,02:33,RCA Victor,Shellac,39185
1157,Pena mulata,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1941-02-18,Milonga,02:27,RCA Victor,Shellac,39231
1158,Cortando camino,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1941-03-06,Vals,02:36,RCA Victor,Shellac,39247
1159,Mi refugio,Carlos Di Sarli y su Orquesta Típica,Instrumental,1941-04-18,Tango,02:49,RCA Victor,Shellac,39266
1160,Marianito,Carlos Di Sarli y su Orquesta Típica,Instrumental,1941-05-20,Tango,02:27,RCA Victor,Shellac,39295
1161,Patotero,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1941-06-06,Tango,02:33,RCA Victor,Shellac,39331
1162,La torcacita,Carlos Di Sarli y su Orquesta Típica,Instrumental,1941-06-21,Tango,02:34,RCA Victor,Shellac,39320
1163,Germaine,Carlos Di Sarli y su Orquesta Típica,Instrumental,1941-07-16,Tango,02:56,RCA Victor,Shellac,39358
1164,Sentimiento criollo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1941-08-02,Tango,02:47,RCA Victor,Shellac,39368
1165,El cielo en tus ojos,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1941-10-03,Tango,02:35,RCA Victor,Shellac,39431
1166,La mulateada,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1941-11-20,Milonga,02:19,RCA Victor,Shellac,39462
1167,Zorzal,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1941-12-03,Milonga,02:38,RCA Victor,Shellac,39491
1168,Y hasta el cardo tiene flor,Carlos Di Sarli y su Orquesta Típica,Instrumental,1941-12-11,Tango,02:31,RCA Victor,Shellac,39539
1170,La guitarrita,Carlos Di Sarli y su Orquesta Típica,Instrumental,1928-11-26,Tango,03:09,RCA Victor,Shellac,47003
1171,Arlequín,Carlos Di Sarli y su Orquesta Típica,Instrumental,1929-01-08,Tango,02:36,RCA Victor,Shellac,47020
1172,Cuando bronca el temporal,Carlos Di Sarli y su Orquesta Típica,Instrumental,1929-03-01,Tango,02:34,RCA Victor,Shellac,47033
1173,Carnaval de antaño,Carlos Di Sarli y su Orquesta Típica,Instrumental,1929-03-27,Tango,02:53,RCA Victor,Shellac,47054
1174,Sos una fiera,Carlos Di Sarli y su Orquesta Típica,,1929-07-11,Tango,02:47,RCA Victor,Shellac,47138-2
1175,Mi pibe,Carlos Di Sarli y su Orquesta Típica,Instrumental,1929-08-14,Tango,02:50,RCA Victor,Shellac,47156
1176,Belén,Carlos Di Sarli y su Orquesta Típica,Instrumental,1929-10-09,Tango,02:44,RCA Victor,Shellac,47226
1177,El calabozo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1929-10-09,Tango,02:42,RCA Victor,Shellac,47205
1178,Che Bacana,Carlos Di Sarli y su Orquesta Típica,Instrumental,1929-10-28,Tango,02:27,RCA Victor,Shellac,47239
1179,Cortate el pelo,Carlos Di Sarli y su Orquesta Típica,Santiago Devin (Devincenzi),1929-11-16,Tango,02:28,RCA Victor,Shellac,47264
1180,No te aguanto más,Carlos Di Sarli y su Orquesta Típica,Instrumental,1929-12-31,Tango,02:45,RCA Victor,Shellac,47282
1181,Racing Club,Carlos Di Sarli y su Orquesta Típica,Instrumental,1929-12-31,Tango,02:33,RCA Victor,Shellac,47438
1182,Qué reo sos,Carlos Di Sarli y su Orquesta Típica,Santiago Devin (Devincenzi),1929-12-31,Tango,02:54,RCA Victor,Shellac,47313
1183,Cicatrices,Carlos Di Sarli y su Orquesta Típica,Santiago Devin (Devincenzi),1930-01-24,Tango,02:28,RCA Victor,Shellac,47344
1184,El cantar de aquel malevo,Carlos Di Sarli y su Orquesta Típica,Santiago Devin (Devincenzi),1930-03-17,Tango,02:52,RCA Victor,Shellac,47383
1185,Criollo viejo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1930-05-08,Tango,02:50,RCA Victor,Shellac,47467
1186,No cantés victoria,Carlos Di Sarli y su Orquesta Típica,Instrumental,1930-06-03,Tango,02:20,RCA Victor,Shellac,47410
1187,Chau pinela,Carlos Di Sarli y su Orquesta Típica,Ernesto Famá,1930-09-03,Tango,02:33,RCA Victor,Shellac,47485
1188,Flora,Carlos Di Sarli y su Orquesta Típica,Ernesto Famá,1930-11-04,Tango,02:34,RCA Victor,Shellac,47519
1189,"Qué torcido andás, Julián",Carlos Di Sarli y su Orquesta Típica,Ernesto Famá,1930-11-04,Tango,02:20,RCA Victor,Shellac,47534
1190,Que Dios la perdone,Carlos Di Sarli y su Orquesta Típica,Fernando Díaz,1931-01-10,Tango,02:40,RCA Victor,Shellac,47577
1191,Sobre el pucho,Carlos Di Sarli y su Orquesta Típica,Ernesto Famá,1931-06-03,Tango,02:51,RCA Victor,Shellac,47685
1192,La baguala,Carlos Di Sarli y su Orquesta Típica,Ernesto Famá,1931-06-23,Tango,02:43,RCA Victor,Shellac,37011
1193,Una noche de garufa,Carlos Di Sarli y su Orquesta Típica,Instrumental,1931-08-14,Tango,02:25,RCA Victor,Shellac,37038
1195,Entre pitada y pitada,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1942-03-30,Milonga,02:30,RCA Victor,Shellac,39565
1196,Al compás del corazón,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1942-04-09,Tango,03:19,RCA Victor,Shellac,39583
1197,Sombras del puerto,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1942-05-26,Tango,02:58,RCA Victor,Shellac,39623
1198,El amanecer,Carlos Di Sarli y su Orquesta Típica,Instrumental,1942-06-23,Tango,02:20,RCA Victor,Shellac,39652
1199,Cuidado con los 50,Carlos Di Sarli y su Orquesta Típica,Instrumental,1942-06-23,Tango,03:04,RCA Victor,Shellac,39701
1200,Cuando un viejo se enamora,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1942-07-29,Milonga,02:05,RCA Victor,Shellac,39681
1201,Tarareando,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1942-08-12,Tango,02:28,RCA Victor,Shellac,39691
1202,Rosas de otoño,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1942-09-09,Vals,02:14,RCA Victor,Shellac,39734
1203,La cumparsita,Carlos Di Sarli y su Orquesta Típica,Instrumental,1942-11-12,Tango,03:00,RCA Victor,Shellac,39780
1204,Nido gaucho,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1942-11-30,Tango,03:27,RCA Victor,Shellac,39803
1205,Volver a vernos,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1942-12-21,Tango,02:45,RCA Victor,Shellac,39818
1206,Cornetín,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1943-03-05,Tango,03:26,RCA Victor,Shellac,60-0016
1207,Como se hace un tango,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1943-03-05,Tango,03:20,RCA Victor,Shellac,60-0020
1208,"Adiós, te vas...!",Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1943-03-17,Tango,02:28,RCA Victor,Shellac,60-0023
1209,9 puntos,Carlos Di Sarli y su Orquesta Típica,Instrumental,1943-05-05,Tango,02:39,RCA Victor,Shellac,60-0068
1210,"Bar exposición / Cosa linda, barata",Carlos Di Sarli y su Orquesta Típica,Instrumental,1943-05-05,Tango,02:37,RCA Victor,Shellac,60-0094
1211,Don José María,Carlos Di Sarli y su Orquesta Típica,Instrumental,1943-06-14,Tango,02:36,RCA Victor,Shellac,60-0114
1212,Navegante / Vito Dumas,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1943-08-05,Tango,03:24,RCA Victor,Shellac,60-0156
1213,Tristeza marina,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1943-09-07,Tango,03:08,RCA Victor,Shellac,60-0194
1214,Verdemar,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1943-10-07,Tango,02:52,RCA Victor,Shellac,60-0228
1215,Los muñequitos,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1943-11-04,Tango,03:14,RCA Victor,Shellac,60-0252
1216,A mi me llaman Juan Tango,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1943-11-04,Tango,02:55,RCA Victor,Shellac,60-0266
1217,Esta noche de luna,Carlos Di Sarli y su Orquesta Típica,Roberto Rufino,1943-12-17,Tango,03:10,RCA Victor,Shellac,60-0300
1218,Tierra negra,Carlos Di Sarli y su Orquesta Típica,Instrumental,1943-12-17,Tango,02:28,RCA Victor,Shellac,60-0331
1219,Nada,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1944-04-13,Tango,02:45,RCA Victor,Shellac,60-0408
1220,Cero al as,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1944-04-13,Tango,02:37,RCA Victor,Shellac,60-0409
1221,Llueve otra vez,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1944-05-24,Tango,03:03,RCA Victor,Shellac,60-0448
1222,La capilla blanca,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1944-07-11,Tango,02:57,RCA Victor,Shellac,60-0487
1223,Motivo sentimental,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1944-07-28,Tango,02:51,RCA Victor,Shellac,60-0509
1224,Lloran las campanas,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1944-09-20,Tango,02:55,RCA Victor,Shellac,60-0584
1225,Un lamento,Carlos Di Sarli y su Orquesta Típica,Instrumental,1944-11-08,Tango,03:08,RCA Victor,Shellac,60-0572
1227,Rodríguez Peña,Carlos Di Sarli y su Orquesta Típica,Instrumental,1945-01-03,Tango,02:54,RCA Victor,Shellac,60-0617
1228,Porteño y bailarín,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1945-02-20,Tango,03:09,RCA Victor,Shellac,60-0639
1229,Tus labios me dirán,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1945-03-08,Tango,02:15,RCA Victor,Shellac,60-0649
1230,"Vea, vea",Carlos Di Sarli y su Orquesta Típica,Instrumental,1945-04-23,Tango,02:44,RCA Victor,Shellac,60-0672
1231,Vieja luna,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1945-06-04,Tango,02:49,RCA Victor,Shellac,60-0701
1232,Ojos negros,Carlos Di Sarli y su Orquesta Típica,Instrumental,1945-07-05,Tango,02:10,RCA Victor,Shellac,60-0746
1233,Hoy al recordarla,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1945-07-31,Tango,03:07,RCA Victor,Shellac,60-0746
1234,Yo,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1945-08-29,Tango,02:34,RCA Victor,Shellac,60-0771
1235,Sueño de juventud,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1945-09-28,Vals,02:12,RCA Victor,Shellac,60-0792
1236,Tu íntimo secreto,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1945-10-30,Tango,03:12,RCA Victor,Shellac,60-0807
1237,Cosas de tango,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1946-01-31,Tango,02:51,RCA Victor,Shellac,60-0879
1238,El pollo Ricardo,Carlos Di Sarli y su Orquesta Típica,Instrumental,1946-03-29,Tango,02:37,RCA Victor,Shellac,60-0910
1239,El distinguido ciudadano,Carlos Di Sarli y su Orquesta Típica,Instrumental,1946-05-09,Tango,02:54,RCA Victor,Shellac,68-0565
1240,Mañana no estarás,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1946-06-06,Tango,02:18,RCA Victor,Shellac,60-0955
1241,No esperaba verte más,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1946-08-01,Tango,02:43,RCA Victor,Shellac,60-1011
1242,Gracias,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1946-08-29,Tango,02:50,RCA Victor,Shellac,60-1035
1243,La vida me engañó,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1946-12-05,Tango,03:03,RCA Victor,Shellac,60-1149
1244,Didí,Carlos Di Sarli y su Orquesta Típica,Instrumental,1947-01-14,Tango,02:38,RCA Victor,Shellac,60-1186
1245,Pueblera,Carlos Di Sarli y su Orquesta Típica,Jorge Durán,1947-01-14,Milonga,02:07,RCA Victor,Shellac,60-1186
1246,Por el camino,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1947-04-24,Tango,02:49,RCA Victor,Shellac,60-1288
1247,La racha,Carlos Di Sarli y su Orquesta Típica,Instrumental,1947-05-08,Tango,02:36,RCA Victor,Shellac,60-1310
1248,Soy aquel viajero,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1947-05-28,Tango,02:50,RCA Victor,Shellac,60-1341
1249,Dinero... Dinero...,Carlos Di Sarli y su Orquesta Típica,Alberto Podestá,1947-09-29,Tango,02:41,RCA Victor,Shellac,60-1451
1250,Los 33 orientales,Carlos Di Sarli y su Orquesta Típica,Instrumental,1948-06-22,Tango,02:40,RCA Victor,Shellac,60-1636
1251,Entre dos fuegos,Juan D'Arienzo y su Orquesta Típica,Instrumental,1940-04-12,Tango,02:13,RCA Victor,Shellac,38956
1252,El pillín,Juan D'Arienzo y su Orquesta Típica,Instrumental,1940-06-07,Tango,03:09,RCA Victor,Shellac,38999
1253,Tucumán,Juan D'Arienzo y su Orquesta Típica,Instrumental,1940-06-27,Tango,02:50,RCA Victor,Shellac,39011
1254,La bicoca,Juan D'Arienzo y su Orquesta Típica,Instrumental,1940-08-08,Tango,02:21,RCA Victor,Shellac,39052
1255,"Ríe, payaso",Juan D'Arienzo y su Orquesta Típica,Carlos Casares,1940-08-22,Tango,02:34,RCA Victor,Shellac,39063
1256,La clavada,Juan D'Arienzo y su Orquesta Típica,Instrumental,1940-10-09,Tango,02:21,RCA Victor,Shellac,39111
1257,Canaro en París,Juan D'Arienzo y su Orquesta Típica,Instrumental,1940-11-21,Tango,02:30,RCA Victor,Shellac,39149
1258,Esclavas blancas,Juan D'Arienzo y su Orquesta Típica,Alberto Reynal,1940-12-12,Tango,02:53,RCA Victor,Shellac,39197
1259,Milonga del ochenta y tres,Juan D'Arienzo y su Orquesta Típica,Alberto Reynal,1940-12-12,Milonga,02:27,RCA Victor,Shellac,39187
1260,Almanaque de ilusión,Juan D'Arienzo y su Orquesta Típica,Alberto Reynal,1941-02-26,Tango,02:57,RCA Victor,Shellac,39237
1261,Tierrita,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1941-06-09,Tango,03:04,RCA Victor,Shellac,39317
1262,El olivo,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1941-07-14,Tango,02:49,RCA Victor,Shellac,39362
1263,Nunca más,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1941-07-14,Tango,03:03,RCA Victor,Shellac,39343
1264,Olvidao!,Juan D'Arienzo y su Orquesta Típica,Alberto Reynal,1941-07-29,Tango,02:37,RCA Victor,Shellac,39380
1265,El rey del compás,Juan D'Arienzo y su Orquesta Típica,Instrumental,1941-09-12,Tango,02:25,RCA Victor,Shellac,39421
1266,Hernani,Juan D'Arienzo y su Orquesta Típica,Instrumental,1941-09-12,Tango,02:25,RCA Victor,Shellac,39421
1267,Orquesta típica,Juan D'Arienzo y su Orquesta Típica,Alberto Reynal,1941-10-24,Tango,02:23,RCA Victor,Shellac,39438
1268,El vals de los abuelos,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1941-12-15,Vals,02:17,RCA Victor,Shellac,39485
