,Title,Orchestra,Singer,Record Date,Genre,Duration,Label,Disc type,Disc No.
641,El mareo,Osvaldo Fresedo y su Orquesta Típica,Roberto Ray,1933-06-06,Tango,02:50,RCA Victor,Shellac,37416
642,Yo no sé llorar,Osvaldo Fresedo y su Orquesta Típica,Roberto Ray,1933-11-02,Tango,02:35,RCA Victor,Shellac,37507
643,En la huella del dolor,Osvaldo Fresedo y su Orquesta Típica,Roberto Ray,1934-04-27,Tango,02:48,RCA Victor,Shellac,37581
644,Segui mi camino,Osvaldo Fresedo y su Orquesta Típica,Roberto Ray,1934-09-13,Tango,02:38,RCA Victor,Shellac,37652
645,Isla de Capri,Osvaldo Fresedo y su Orquesta Típica,Roberto Ray,1935-02-15,Tango,03:16,RCA Victor,Shellac,37725
646,Retazo,Osvaldo Fresedo y su Orquesta Típica,Roberto Díaz,1935-03-22,Tango,02:59,RCA Victor,Shellac,37733
647,Volver,Osvaldo Fresedo y su Orquesta Típica,Roberto Ray,1935-07-01,Tango,03:05,RCA Victor,Shellac,37784
648,No me pregunten por qué,Osvaldo Fresedo y su Orquesta Típica,Roberto Ray,1935-12-13,Tango,02:32,RCA Victor,Shellac,37850
649,Fuegos artificiales,Roberto Firpo y su Orquesta Típica,Instrumental,1938-01-04,Tango,02:36,Odeon,Shellac,8782
650,Bien compadre,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1949-09-27,Tango,03:10,Odeon,Shellac,30606
651,Cadenas,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1950-06-30,Tango,03:04,Odeon,Shellac,55117
652,Catuzo,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1949-12-07,Tango,02:38,Odeon,Shellac,30608
653,Cobardía,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1950-10-24,Tango,02:50,Odeon,Shellac,55171
654,Dejame en paz,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1948-06-04,Tango,02:23,Odeon,Shellac,7697
655,Don Aniceto,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1950-07-26,Tango,02:42,Odeon,Shellac,55130
656,El tobiano,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1950-10-24,Tango,02:57,Odeon,Shellac,55171
657,Hacelo por la vieja,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1950-03-29,Tango,02:38,Odeon,Shellac,30610
658,Llamame,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1950-11-24,Tango,03:07,Odeon,Shellac,55221
659,Malandraca,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1949-05-31,Tango,02:53,Odeon,Shellac,30604
660,Pastoral,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1950-03-05,Tango Milonga,02:50,Odeon,Shellac,55105
661,Pinta brava,Osvaldo Pugliese y su Orquesta Típica,Instrumental,1949-08-22,Tango,02:44,Odeon,Shellac,30605
662,Puente Alsina,Osvaldo Pugliese y su Orquesta Típica,Jorge Vidal,1949-08-22,Tango,03:15,Odeon,Shellac,30605
663,Quiero verte una vez más,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1950-07-03,Tango,02:39,Odeon,Shellac,30609
664,Un baile a beneficio,Osvaldo Pugliese y su Orquesta Típica,Jorge Vidal,1950-11-16,Milonga,03:15,Odeon,Shellac,55195
665,Vieja recova,Osvaldo Pugliese y su Orquesta Típica,Jorge Vidal,1950-03-05,Tango,03:00,Odeon,Shellac,55105
666,Y volvemos a querernos,Osvaldo Pugliese y su Orquesta Típica,Alberto Morán,1949-05-31,Tango,02:53,Odeon,Shellac,30604
667,Uno,Rodolfo Biagi y su Orquesta Típica,Carlos Acuña,1944-11-04,Tango,03:23,Odeon,Shellac,5643
668,Lisón,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1944-11-04,Tango,02:56,Odeon,Shellac,5644
669,Tu voz,Rodolfo Biagi y su Orquesta Típica,Carlos Acuña,1944-09-05,Tango,02:26,Odeon,Shellac,5645
670,Como el hornero,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1944-11-08,Tango,02:31,Odeon,Shellac,5646
671,Seamos amigos,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1944-09-15,Tango,02:31,Odeon,Shellac,5647
672,Magdala,Rodolfo Biagi y su Orquesta Típica,Jorge Ortiz,1945-01-24,Tango,02:41,Odeon,Shellac,5648
673,"Copas, amigas y besos",Rodolfo Biagi y su Orquesta Típica,Jorge Ortiz,1945-06-02,Tango,02:36,Odeon,Shellac,5649
674,Me quedé mirándola,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1945-05-26,Tango,02:36,Odeon,Shellac,5651
675,Cuando se ha querido mucho,Rodolfo Biagi y su Orquesta Típica,Jorge Ortiz,1945-06-15,Tango,02:29,Odeon,Shellac,5652
676,Mis amores de ayer,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1945-06-09,Tango,03:05,Odeon,Shellac,5654
677,Hoy te quiero mucho más,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1945-11-30,Tango,03:11,Odeon,Shellac,5656
678,Pudo ser una vida,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1946-01-18,Tango,02:37,Odeon,Shellac,5657
679,"Adiós, pampa mía",Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1946-01-31,Tango campero,03:09,Odeon,Shellac,5658
680,Cuatro lágrimas,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1946-01-31,Tango,02:48,Odeon,Shellac,5660
681,Mientras duerme la ciudad,Rodolfo Biagi y su Orquesta Típica,Carlos Saavedra,1946-05-23,Tango,02:54,Odeon,Shellac,5661
682,Gracias,Rodolfo Biagi y su Orquesta Típica,Carlos Saavedra,1946-06-18,Tango,02:47,Odeon,Shellac,5662
683,Con mi perro,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1946-10-07,Milonga,02:29,Odeon,Shellac,5663
684,La huella,Rodolfo Biagi y su Orquesta Típica,Instrumental,1946-08-16,Tango,02:31,Odeon,Shellac,5664
685,Sin palabras,Rodolfo Biagi y su Orquesta Típica,Carlos Saavedra,1946-11-22,Tango,03:02,Odeon,Shellac,5665
686,Mañana por la mañana,Rodolfo Biagi y su Orquesta Típica,Alberto Amor,1946-12-30,Vals,02:26,Odeon,Shellac,5666
687,Margot,Rodolfo Biagi y su Orquesta Típica,Carlos Saavedra,1947-09-23,Tango,02:35,Odeon,Shellac,5667
688,La viruta,Rodolfo Biagi y su Orquesta Típica,Instrumental,1948-07-22,Tango,02:20,Odeon,Shellac,5670
689,A la gran muñeca,Rodolfo Biagi y su Orquesta Típica,Instrumental,1950-04-13,Tango,02:04,Odeon,Shellac,55099
690,Racing club,Rodolfo Biagi y su Orquesta Típica,Instrumental,1950-09-13,Tango,03:09,Odeon,Shellac,55161
691,Bailarina de tango,Rodolfo Biagi y su Orquesta Típica,Hugo Duval,1951-07-30,Tango,02:39,Odeon,Shellac,55281
692,Adoración,Rodolfo Biagi y su Orquesta Típica,Carlos Heredia y Hugo Duval,1951-10-04,Vals,02:49,Odeon,Shellac,55306
693,La copa del olvido,Rodolfo Biagi y su Orquesta Típica,Hugo Duval,1952-11-05,Tango,02:41,Odeon,Shellac,55426
695,Eramos tres,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1937-02-04,Tango,02:41,HMV,Shellac,38136
696,Gólgota,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1938-10-14,Tango,02:23,HMV,Shellac,38582
697,Como las aves,Francisco Lomuto y su Orquesta Típica,María Teresa Greco,1939-08-29,Tango,02:26,HMV,Shellac,38799
698,Martirio,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1940-09-18,Tango,03:09,HMV,Shellac,39085
699,Buenos Aires,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1941-06-27,Tango,02:42,HMV,Shellac,39329
700,Como abrazado a un rencor,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1941-08-13,Tango,02:31,HMV,Shellac,39416
701,Los ojos más lindos,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1942-06-17,Tango,02:23,HMV,Shellac,39639
702,Lorenzo,Juan D'Arienzo y su Orquesta Típica,Instrumental,1936-08-05,Tango,02:52,HMV,Shellac,37916
703,El internado,Juan D'Arienzo y su Orquesta Típica,Instrumental,1938-08-07,Tango,02:29,HMV,Shellac,38506
704,Lunes,Juan D'Arienzo y su Orquesta Típica,Instrumental,1938-09-30,Tango,02:21,HMV,Shellac,38569
705,El vino triste,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1939-01-09,Tango,02:26,HMV,Shellac,38956
706,Tucumán,Juan D'Arienzo y su Orquesta Típica,Instrumental,1940-06-27,Tango,02:48,HMV,Shellac,39011
707,"Ríe, payaso",Juan D'Arienzo y su Orquesta Típica,Carlos Casares,1940-08-22,Tango,02:33,HMV,Shellac,39063
708,Esclavas blancas,Juan D'Arienzo y su Orquesta Típica,Alberto Reynal,1940-12-12,Tango,02:53,HMV,Shellac,39197
709,Almanaque de ilusión,Juan D'Arienzo y su Orquesta Típica,Alberto Reynal,1941-02-26,Tango,02:56,HMV,Shellac,39237
710,Ya lo ves,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1941-04-28,Tango,02:34,HMV,Shellac,39273
712,Clavelito,Orquesta Típica Francisco Canaro,Instrumental,1927-10-03,Tango,02:34,HMV,Shellac,4267
713,Barrio reo,Francisco Canaro y su Orquesta Típica,,1927-03-23,Tango,02:44,HMV,Shellac,4285
714,Arrabalero,Francisco Canaro y su Orquesta Típica,Instrumental,1927-05-05,Tango,02:49,HMV,Shellac,4301
715,Puentecito de plata,Orquesta Típica Francisco Canaro,,1927-01-06,Tango,02:56,HMV,Shellac,
716,Caído del cielo,Orquesta Típica Francisco Canaro,Instrumental,1927-03-09,Tango,02:48,HMV,Shellac,4352
717,Queja indiana,Orquesta Típica Francisco Canaro,Agustín Irusta y Roberto Fugazot,1927-09-13,Tango,02:48,HMV,Shellac,4352
718,"Adiós, muchachos",Francisco Canaro y su Orquesta Típica,Instrumental,1928-03-01,Tango,02:49,HMV,Shellac,4400
719,Llevatelo todo,Francisco Canaro y su Orquesta Típica,Charlo,1928-12-05,Tango,02:33,HMV,Shellac,4436
720,La brisa,Francisco Canaro y su Orquesta Típica,Charlo,1929-06-19,Tango,02:42,HMV,Shellac,4972
721,Prisionero,Francisco Canaro y su Orquesta Típica,Charlo,1929-11-09,Tango,02:33,HMV,Shellac,4578
722,Te amo y seras mía,Francisco Canaro y su Orquesta Típica,Charlo,1930-04-21,Tango,03:16,HMV,Shellac,4639
723,Si soy así,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-08-17,Tango,03:04,HMV,Shellac,4864
724,"Qué hacés, qué hacés",Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-11-13,Tango,02:34,HMV,Shellac,4878
725,Puerto nuevo,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-11-12,Tango,02:59,HMV,Shellac,4882
726,Yo no sé porque te quiero,Orquesta Típica Francisco Canaro,Ernesto Famá,1934-04-05,Tango,03:08,HMV,Shellac,4892
727,Churrasca,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-07-06,Tango,02:38,HMV,Shellac,4899
728,Mi musa campera,Francisco Canaro y su Orquesta Típica,Carlos Galán,1934-10-31,Tango,02:36,HMV,Shellac,4911
729,Pensalo bien,Francisco Canaro y su Orquesta Típica,Charlo,1929-10-23,Tango,02:53,HMV,Shellac,4590
730,A oscuras,Edgardo Donato y su Orquesta Típica,Horacio Lagos,1941-11-06,Tango,02:46,HMV,Shellac,39314
731,El chamuyo,Edgardo Donato y su Orquesta Típica,Instrumental,1938-10-10,Tango,02:18,HMV,Shellac,38578
732,Pasión criolla,Edgardo Donato y su Orquesta Típica,Instrumental,1939-02-08,Tango,02:19,HMV,Shellac,38778
733,Derecho viejo,Osvaldo Fresedo y su Orquesta Típica,Instrumental,1941-12-30,Tango,02:24,HMV,Shellac,39489
734,Nidito azul,Osvaldo Fresedo y su Gran Orquesta Argentina,Carlos Mayel,1940-03-10,Tango,02:36,HMV,Shellac,39108
735,Solo tú,Osvaldo Fresedo y su Gran Orquesta Argentina,Ricardo Ruiz,1941-05-13,Tango,02:33,HMV,Shellac,39290
736,Y no puede ser,Osvaldo Fresedo y su Orquesta Típica,Ricardo Ruiz,1939-06-14,Tango,03:23,HMV,Shellac,38751
737,Al compás de un tango,Ricardo Tanturi y su Orquesta Típica,Alberto Castillo,1942-03-18,Tango,02:35,HMV,Shellac,39553
738,Una noche de garufa,Ricardo Tanturi y su Orquesta Típica,Instrumental,1941-06-05,Tango,02:27,HMV,Shellac,39285
739,Soy muchacho de la guardia,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-06-15,Tango,02:39,HMV,Shellac,39637
740,Toda mi vida,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-04-03,Tango,02:54,HMV,Shellac,39256
741,Créase o no,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1932-02-17,Tango,03:15,Odeon,Shellac,4780
742,Canción de olvido,Francisco Canaro y su Orquesta Típica,Instrumental,1932-03-18,Tango,02:44,Odeon,Shellac,4787
743,Clyde,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1932-03-21,Vals,03:00,Odeon,Shellac,4784
744,La que murió en París,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1932-03-30,Tango,02:44,Odeon,Shellac,4790
745,Inspiración,Francisco Canaro y su Orquesta Típica,Instrumental,1932-04-11,Tango,03:49,Odeon,Shellac,4788
746,Silbando,Francisco Canaro y su Orquesta Típica,Agustín Irusta,1932-04-21,Tango,02:54,Odeon,Shellac,4798
747,Ave sin rumbo,Francisco Canaro y su Orquesta Típica,Instrumental,1932-04-28,Tango,03:03,Odeon,Shellac,4797
748,Se viene la maroma,Francisco Canaro y su Orquesta Típica,Instrumental,1932-04-28,Tango,03:04,Odeon,Shellac,4796
749,Sube y baja,Francisco Canaro y su Orquesta Típica,Instrumental,1932-05-27,Tango,02:42,Odeon,Shellac,4801
750,8 en 1 (2 parte),Francisco Canaro y su Orquesta Típica,,1932-06-08,,04:22,Odeon,Shellac,4810
751,El jardín del amor,Francisco Canaro y su Orquesta Típica,Agustín Irusta y Roberto Fugazot,1932-06-30,Vals,04:59,Odeon,Shellac,4809
752,Halcón negro,Francisco Canaro y su Orquesta Típica,Instrumental,1932-07-08,Tango fantasía,04:53,Odeon,Shellac,4809
753,Te quiero,Francisco Canaro y su Orquesta Típica,Ada Falcón,1932-07-14,Tango canción,03:04,Odeon,Shellac,11229
754,Rosa de amor,Francisco Canaro y su Orquesta Típica,Domingo Conte,1932-07-25,Tango,03:16,Odeon,Shellac,4813
755,El jardín del amor,Francisco Canaro y su Orquesta Típica,Ada Falcón,1932-08-12,Vals,03:49,Odeon,Shellac,11231
756,La bordadora de San Telmo,Francisco Canaro y su Orquesta Típica,Félix Gutiérrez,1932-08-25,Vals,03:03,Odeon,Shellac,4819
757,Pura milonga,Francisco Canaro y su Orquesta Típica,Instrumental,1932-09-09,Tango,02:33,Odeon,Shellac,4820
758,Ahí va el dulce,Francisco Canaro y su Orquesta Típica,Instrumental,1932-09-29,Tango sinfónico,03:13,Odeon,Shellac,4827
759,Quién hubiera dicho,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1932-10-13,Tango,02:43,Odeon,Shellac,4825
760,Durazno en flor,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1932-10-22,Vals,03:31,Odeon,Shellac,4826
761,Cariño de madre,Francisco Canaro y su Orquesta Típica,Agustín Irusta,1932-04-11,Vals,03:20,Odeon,Shellac,5029
762,Pero aquel muchacho,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1932-11-07,Tango,02:37,Odeon,Shellac,4836
763,Una locura de amor,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1932-11-10,Vals,03:00,Odeon,Shellac,4829
765,Tu mentira,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-02-09,Vals,03:02,Odeon,Shellac,4839
766,Mirá mi retrato de pibe,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-02-09,Tango,02:36,Odeon,Shellac,4838
767,Naipe marcado,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-02-23,Milonga tangueada,03:04,Odeon,Shellac,4840
768,Sueño tus besos,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-02-23,Vals,03:04,Odeon,Shellac,4842
769,Por esa mujer de carnaval,Francisco Canaro y su Orquesta Típica,Instrumental,1933-03-07,Tango,03:08,Odeon,Shellac,4848
770,Dónde,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-03-29,Tango,02:57,Odeon,Shellac,4850
771,Juramento,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-04-17,Tango,03:17,Odeon,Shellac,4847
772,Adiós juventud,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-04-21,Vals,03:20,Odeon,Shellac,4849
773,El trovero,Francisco Canaro y su Orquesta Típica,Ernesto Famá y Ángel Rámos,1933-04-28,Vals,03:32,Odeon,Shellac,4847
774,Milonga del 900,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-05-08,Milonga tangueada,02:54,Odeon,Shellac,4855
775,Vida perra,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-05-12,Tango,03:02,Odeon,Shellac,4861
776,Andate (No te vayas),Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-05-19,Tango,02:34,Odeon,Shellac,4859
777,Araca la cana,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-06-16,Tango,02:32,Odeon,Shellac,4856
778,Compañera gaucha,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-06-30,Vals criollo,03:15,Odeon,Shellac,4859
779,La novia ausente,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-07-26,Tango,02:59,Odeon,Shellac,4865
780,La canción de Amalia,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-08-24,Vals,03:11,Odeon,Shellac,4864
781,Plegaria,Francisco Canaro y su Orquesta Típica,Ada Falcón,1933-09-01,Vals,03:38,Odeon,Shellac,11244
782,Amor es amar,Francisco Canaro y su Orquesta Típica,Ernesto Famá y Lidia Desmond,1933-10-16,Vals,03:57,Odeon,Shellac,4873
783,Margarita flor del monte,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-10-17,Vals,03:14,Odeon,Shellac,4872
784,"Qué hacés, qué hacés",Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-11-13,Tango,02:35,Odeon,Shellac,4878
785,Campanas de bronce,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-12-11,Tango,03:36,Odeon,Shellac,4881
786,Puerto nuevo,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1933-12-11,Tango,03:01,Odeon,Shellac,4882
788,La culpa la tuve yo,Domingo Federico y su Orquesta Típica,Ignacio Díaz,1944-04-10,Tango,02:37,RCA Victor,Shellac,60-0405
789,Y... así nació este tango,Domingo Federico y su Orquesta Típica,Carlos Vidal,1944-09-12,Tango,03:02,RCA Victor,Shellac,60-0544
790,Tu melodía,Domingo Federico y su Orquesta Típica,Carlos Vidal,1944-12-27,Tango,02:55,RCA Victor,Shellac,60-0610
791,Senda florida,Domingo Federico y su Orquesta Típica,Carlos Vidal,1945-02-22,Tango,02:50,RCA Victor,Shellac,60-0645
792,Yo,Domingo Federico y su Orquesta Típica,Carlos Vidal,1945-04-20,Tango,02:30,RCA Victor,Shellac,60-0670
793,El huérfano,Domingo Federico y su Orquesta Típica,Carlos Vidal,1945-05-15,Tango,02:55,RCA Victor,Shellac,60-0687
794,Un pasaje de mi vida,Domingo Federico y su Orquesta Típica,Carlos Vidal y Oscar Larroca,1945-06-19,Tango,02:43,RCA Victor,Shellac,60-0714
795,Zapatos,Domingo Federico y su Orquesta Típica,Carlos Vidal y Oscar Larroca,1945-07-19,Milonga,02:10,RCA Victor,Shellac,60-0735
796,Donde todos olvidan,Domingo Federico y su Orquesta Típica,Carlos Vidal,1945-09-06,Tango,02:56,RCA Victor,Shellac,60-0776
797,Honda tristeza,Domingo Federico y su Orquesta Típica,Instrumental,1945-10-22,Tango,03:09,RCA Victor,Shellac,60-0798
798,María,Domingo Federico y su Orquesta Típica,Oscar Larroca,1945-11-26,Tango,02:40,RCA Victor,Shellac,60-0829
799,El mayoral,Domingo Federico y su Orquesta Típica,Oscar Larroca,1946-04-24,Milonga,02:37,RCA Victor,Shellac,60-0927
800,Un tal medina,Domingo Federico y su Orquesta Típica,Oscar Larroca,1946-05-23,Tango,02:54,RCA Victor,Shellac,60-0953
801,Esa noche,Domingo Federico y su Orquesta Típica,Carlos Vidal y Oscar Larroca,1946-07-22,Vals,02:39,RCA Victor,Shellac,63-0405
802,El inca,Domingo Federico y su Orquesta Típica,Instrumental,1946-08-21,Tango,02:48,RCA Victor,Shellac,60-1024
803,Palabra,Domingo Federico y su Orquesta Típica,Carlos Vidal,1946-11-14,Vals,02:32,RCA Victor,Shellac,60-1120
804,Te espero en Rodríguez Peña,Domingo Federico y su Orquesta Típica,Oscar Larroca,1946-12-03,Tango,03:22,RCA Victor,Shellac,60-1147
805,Quisiera pedirle a Dios,Domingo Federico y su Orquesta Típica,Carlos Vidal,1947-01-31,Milonga,02.21,RCA Victor,Shellac,60-1224
806,Memorias,Domingo Federico y su Orquesta Típica,Instrumental,1947-04-18,Tango,03.10,RCA Victor,Shellac,60-1280
807,Mi dolor,Domingo Federico y su Orquesta Típica,Oscar Larroca,1947-05-30,Tango,02:57,RCA Victor,Shellac,60-1345
808,Flores del alma,Domingo Federico y su Orquesta Típica,Carlos Vidal y Oscar Larroca,1947-06-04,Vals,02:57,RCA Victor,Shellac,60-1347
809,Mi moro,Domingo Federico y su Orquesta Típica,Carlos Vidal,1947-07-01,Tango,02:33,RCA Victor,Shellac,60-1365
810,Me gusta un tango así,Domingo Federico y su Orquesta Típica,Oscar Larroca,1947-10-22,Tango,02:47,RCA Victor,Shellac,60-1472
811,Al compás del corazón,Domingo Federico y su Orquesta Típica,Carlos Vidal,1947-11-14,Tango,02:47,RCA Victor,Shellac,60-1492
812,Escarcha,Domingo Federico y su Orquesta Típica,Oscar Larroca y Carlos Vidal,1948-03-05,Tango,03:04,RCA Victor,Shellac,60-1559
813,Para ud. amigo,Domingo Federico y su Orquesta Típica,Oscar Larroca,1948-09-30,Tango,03:20,RCA Victor,Shellac,60-1695
814,Colorado el 32,Domingo Federico y su Orquesta Típica,Instrumental,1948-09-30,Tango,02:37,RCA Victor,Shellac,60-1696
815,Justo el 31,Domingo Federico y su Orquesta Típica,Mario Bustos,1949-10-14,Tango,02:52,RCA Victor,Shellac,60-1856
816,China de la mazorca,Domingo Federico y su Orquesta Típica,Enzo Valentino,1949-11-16,Milonga,02:32,RCA Victor,Shellac,60-1870
817,Puente Alsina,Domingo Federico y su Orquesta Típica,Mario Bustos,1949-11-25,Tango,02:40,RCA Victor,Shellac,60-1878
818,Recuerdos de una madre,Domingo Federico y su Orquesta Típica,Enzo Valentino,1950-03-20,Vals,03:10,RCA Victor,Shellac,60-1927
819,Tiburón,Domingo Federico y su Orquesta Típica,Mario Bustos,1950-03-23,Tango,03:50,RCA Victor,Shellac,60-1929
820,El termómetro,Domingo Federico y su Orquesta Típica,Instrumental,1950-05-29,Tango,02:33,RCA Victor,Shellac,60-1968
821,El simpático,Domingo Federico y su Orquesta Típica,Instrumental,1950-08-25,Tango,02:45,RCA Victor,Shellac,60-2023
822,Cualquier cosa,Domingo Federico y su Orquesta Típica,Enzo Valentino,1951-04-10,Tango,03:16,RCA Victor,Shellac,63-0091
823,Dibujos,Domingo Federico y su Orquesta Típica,Instrumental,1951-07-03,Tango,03:01,RCA Victor,Shellac,63-0115
824,El marajá,Domingo Federico y su Orquesta Típica,Instrumental,1951-08-03,Tango,03:06,RCA Victor,Shellac,63-0090
825,Ronda sentimental,Domingo Federico y su Orquesta Típica,Armando Moreno,1952-05-26,Tango,03:30,RCA Victor,Shellac,63-0170
826,Flores artificiales,Domingo Federico y su Orquesta Típica,,1952-07-21,Tango,03:14,RCA Victor,Shellac,63-0178
827,El látigo ,Domingo Federico y su Orquesta Típica,Instrumental,1952-08-25,Tango,02:34,RCA Victor,Shellac,63-0195
828,Valsecito de antes,Domingo Federico y su Orquesta Típica,Armando Moreno,1952-09-11,Vals,03:22,RCA Victor,Shellac,63-0207
829,Leyenda gaucha,Domingo Federico y su Orquesta Típica,Instrumental,1952-11-24,Tango,03:01,RCA Victor,Shellac,63-0245
830,Coco,Domingo Federico y su Orquesta Típica,Instrumental,1953-04-16,Tango,02:32,RCA Victor,Shellac,63-0302
831,Para que bailen,Domingo Federico y su Orquesta Típica,Instrumental,1953-04-29,Tango,02:42,RCA Victor,Shellac,63-0310
832,A María Rosa,Domingo Federico y su Orquesta Típica,Instrumental,1954-02-11,Tango,02:22,RCA Victor,Shellac,60-2354
833,Muy suave,Domingo Federico y su Orquesta Típica,Instrumental,1954-04-07,Tango,03:06,RCA Victor,Shellac,60-2385
834,Pobre novia,Domingo Federico y su Orquesta Típica,Armando Moreno,1955-01-20,Vals,03:23,RCA Victor,Shellac,68-2015
835,Charlemos,Domingo Federico y su Orquesta Típica,Dante Rossi,1956-06-29,Tango,03:03,RCA Victor,Shellac,68-2408
836,Rodríguez Peña,Domingo Federico y su Orquesta Típica,Instrumental,,Tango,03:01,trío,Shellac,T-069
837,No quiero verlo más,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-01-29,Tango,02:46,Odeon,Shellac,4885
838,Fin de fiesta,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-02-17,Tango,03:07,Odeon,Shellac,4886
839,Canto,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-03-27,Tango,03:06,Odeon,Shellac,4889
840,Farolero,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-03-27,Tango,03:14,Odeon,Shellac,4895
841,Serenata,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-03-27,Tango,02:36,Odeon,Shellac,4890
842,El Tigre Millán,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-04-30,Tango,03:14,Odeon,Shellac,4893
843,Un jardín de ilusión,Francisco Canaro y su Orquesta Típica,Ernesto Famá y Ada Falcón,1934-04-05,Vals,03:49,Odeon,Shellac,4893
844,El tango de la mula,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-05-22,Tango,03:02,Odeon,Shellac,16280
845,Churrasca,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-07-06,Tango,02:41,Odeon,Shellac,4899
846,Sin rumbo,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-12-06,Tango,02:51,Odeon,Shellac,4899
847,No ensartamos ni una,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-12-06,Tango,02:43,Odeon,Shellac,4901
848,Rosa de sangre,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1934-06-22,Tango,03:15,Odeon,Shellac,4905
849,Churrasca,Francisco Canaro y su Orquesta Típica,Charlo,1934-10-18,Tango,02:26,Odeon,Shellac,16274
850,Mi musa campera,Francisco Canaro y su Orquesta Típica,Carlos Galán,1934-10-31,Tango,02:36,Odeon,Shellac,4911
852,Alma del bandoneón,Francisco Canaro y su Orquesta Típica,Roberto Maida,1935-03-20,Tango,02:37,Odeon,Shellac,4933
853,Ciego,Francisco Canaro y su Orquesta Típica,Roberto Maida,1935-03-25,Tango,02:53,Odeon,Shellac,4936
854,Noches de Buenos Aires,Francisco Canaro y su Orquesta Típica,Roberto Maida,1935-04-23,Tango,02:39,Odeon,Shellac,4937
