,Title,Rhythm,Year of Composition,Music Composer,Lyrics Composer,Genre,Vocalist,Ensemble,Instrumentalist,Recording Info,Duration,File ID
4023,Medallita de la suerte,Tango,1933,"Carlos Gardel, José Razzano",Mario Battistella,Tango,Carlos Gardel,"Guitarras de Barbieri, Pettorossi, Riverol y Vivas",,18-9-1933 Buenos Aires Odeon 18936 7538,02:15,1669
4024,Medallita de la suerte,Tango,1933,"Carlos Gardel, José Razzano",Mario Battistella,Tango,Oscar Larroca,Orquesta,Alfredo De Angelis,20-5-1952 Buenos Aires Odeon 55406-A 18408,,
4025,Media noche,Tango,1928,Alberto Tavarozzi,Eduardo Escaris Méndez,Tango,Carlos Gardel,"Guitarras de Aguilar, Barbieri y Ricardo",,15-12-1928 Paris Odeon 18260 KI-2058/2,02:53,2377
4026,Media noche,Tango,1928,Alberto Tavarozzi,Eduardo Escaris Méndez,Tango,Juan Carlos Godoy,Orquesta,Alfredo De Angelis,11-12-1958 Buenos Aires Odeon 52462-A 23698,,
4027,Media noche,Tango,1928,Alberto Tavarozzi,Eduardo Escaris Méndez,Tango,Raúl Berón,Orquesta,Aníbal Troilo,1952 Buenos Aires T.K. S 5108 244,,
4028,Media noche [b],Tango,1934,Aníbal Troilo,Héctor Gagliardi,Tango,Antonio Maida,Orquesta,Ricardo Malerba,8-9-1944 Buenos Aires Odeon 5562 14084,,
4029,Media noche [b],Tango,1934,Aníbal Troilo,Héctor Gagliardi,Tango,Instrumental,Solo de bandoneón de,Alberto Garralda,2012 Buenos Aires Discos Río de la Plata 78190014,02:44,7256
4030,Media vida,Tango,,Julio Vega,Enrique Dizeo,Tango,Lágrima Ríos,Con guitarras,,1972 Montevideo,02:29,6348
4031,Medio chapita,Milonga,,Carlos Quilici,,Milonga,Instrumental,Quinteto Los Tauras Dir:,Carlos Quilici,2003 Rosario Particular CQ-125,02:19,5486
4032,Medio y medio,Tango,,Máximo Castro Calatayud,Raúl de Castro,Tango,Instrumental,Orquesta,Juan Bautista Guido,26-3-1928 Buenos Aires Victor 80819-A,03:20,1139
4033,Mediodía,Tango,,Manuel Buzón,Celedonio Flores,Tango,Alberto Vila,Con guitarras,,17-2-1928 Buenos Aires RCA-Victor,02:40,6892
4034,Meditación,Tango,1926,Carlos Di Sarli,José De Grandis,Tango,Instrumental,,Jorge Finkielman,26-4-2004 Estados Unidos Particular,01:54,2383
4035,Meditación maleva,Tango,,Oscar Sabino,Víctor Lamanna,Tango,Guillermo Rico,Orquesta,Francisco Canaro,17-9-1956 Buenos Aires Odeon 52019 21324,,
4036,Mejor así,Tango,,"Osvaldo Requena, Alberto Palazón",Oscar Rubens,Tango,Adolfo Rivas,"Orquesta Símbolo ""Osmar Maderna""-Dir:",Aquiles Roggero,29-9-1959 Buenos Aires RCA-Victor AVL-3198,02:48,6248
4037,Melancólico,Tango,,Julián Plaza,,Tango,Instrumental,Orquesta,Aníbal Troilo,18-8-1961 Buenos Aires RCA-Victor 1A-4022 2663,,
4038,Melancólico,Tango,,Julián Plaza,,Tango,Instrumental,Orquesta,Aníbal Troilo,25-4-1963 Buenos Aires RCA-Victor AVL-3461 3810,,
4039,Melancólico,Tango,,Julián Plaza,,Tango,Instrumental,Orquesta,Julián Plaza,Buenos Aires EPSA Music 17431,03:25,1949
4040,Melancólico,Tango,,Julián Plaza,,Tango,Instrumental,Orquesta,Osvaldo Piro,13-11-1978 Buenos Aires RCA-Victor AVS-4630,,
4041,Melenita de oro,Tango,1922,Carlos Vicente Geroni Flores,Samuel Linnig,Tango,Josefina,Con orquesta,,Buenos Aires Music Hall 113.251-3,03:27,6352
4042,Melenita de oro,Tango,1922,Carlos Vicente Geroni Flores,Samuel Linnig,Tango,Carlos Dante,Orquesta,Alfredo De Angelis,10-10-1944 Buenos Aires Odeon 3778-B 14148,,
4043,Melenita de oro,Tango,1922,Carlos Vicente Geroni Flores,Samuel Linnig,Tango,Floreal Ruiz,Orquesta,Francisco Rotundo,17-9-1953 Buenos Aires Pampa 14095 MAI-1216,,
4044,Melenita de oro,Tango,1922,Carlos Vicente Geroni Flores,Samuel Linnig,Tango,Jorge Maciel,Orquesta,Osvaldo Pugliese,1960 Buenos Aires Stentor SA 6001,,
4045,Melenita de oro,Tango,1922,Carlos Vicente Geroni Flores,Samuel Linnig,Tango,Juan Carlos Godoy,Orquesta,José Basso,1968 Buenos Aires Music Hall 2300,,
4046,Melenita de oro,Tango,1922,Carlos Vicente Geroni Flores,Samuel Linnig,Tango,Roberto Rufino,Orquesta Típica Porteña - Dir:,Raúl Garello,1978 Buenos Aires RCA-Victor AVS-4583,,
4047,Melodía de arrabal,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Carlos Gardel,"Guitarras de Barbieri, Pettorossi, Riverol y Vivas",,25-1-1933 Buenos Aires Odeon 18879 7333/2,02:35,856
4048,Melodía de arrabal,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Carlos Gardel,Orquesta,Alfredo De Angelis,11-10-1973 Buenos Aires Odeon 8015-A 40934,,
4049,Melodía de arrabal,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Jorge Durán,Orquesta,José Basso,12-6-1953 Buenos Aires Odeon 55703 18961,,
4050,Melodía de arrabal,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Adrián Guida,Orquesta,Osvaldo Pugliese,11-11-1985 Buenos Aires Odeon,,
4051,Melodía de arrabal,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Abel Córdoba,Orquesta,Osvaldo Pugliese,26-12-1985 Buenos Aires Odeon,,
4052,Melodía de arrabal,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Instrumental,Orquesta,Osvaldo Pugliese,26-6-1989 Amsterdam Odeon,,
4053,Melodía de arrabal,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Raúl Del Mar Héctor Gagliardi,Orquesta,Miguel Caló,1965 Colombia,,
4054,Melodía de arrabal,Tango,1932,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",Tango,Nelly Omar,Guitarras de,José Canet,1976 Buenos Aires Embassy 90.007,,
4055,Melodía gris,Tango,,Raúl Bruno,Ricardo Duggan,Tango,Julio Martel,Orquesta,Alfredo De Angelis,11-7-1946 Buenos Aires Odeon 3798-B 15654,02:31,4272
4056,Melodía oriental,Tango,,"Juan Carlos Howard, Roberto Zerrillo",Enrique Cadícamo,Tango,Roberto Rufino,Orquesta,Enrique Francini,3-4-1957 Buenos Aires RCA-Victor 1A-1247 S107,03:08,818
4057,Memo el cantor,Tango,,Roberto Castro,Roberto Castro,Tango,Ernesto Ariel,Guitarras de,Paco Peñalva,2003 Buenos Aires Particular,02:06,2642
4058,Memorias,Vals,,,,Vals,Oscar Alonso,Con guitarras,,Buenos Aires,,
4059,Mendocina,Vals,,Miguel Bruno,Benigno Palmeiro,Vals,Carlos Bermúdez Jorge Linares,Orquesta,Pedro Laurenz,19-12-1944 Buenos Aires Odeon 7642 14326,,
4060,Mensaje,Tango,,Enrique Santos Discépolo,Cátulo Castillo,Tango,Roberto Rufino,Orquesta,Aníbal Troilo,4-1-1965 Buenos Aires RCA-Victor AVL-3577 4862,,
4061,Mensaje,Tango,,Enrique Santos Discépolo,Cátulo Castillo,Tango,Raúl Berón,Orquesta,Aníbal Troilo,1953 Buenos Aires T.K. S 5176 428,,
4062,Mensaje,Tango,,Enrique Santos Discépolo,Cátulo Castillo,Tango,Mimí Kozlowski,,,1998 Buenos Aires Kozlowski MK-001,02:34,3640
4063,Mensaje de amor,Canción,,Félix Lipesker,Reinaldo Yiso,Canción,Roberto Rufino,Conjunto dir:,Ángel Gatti,30-10-1957 Buenos Aires RCA-Victor 1A-2064 0415,,
4064,Mensajera,Vals,,Alfredo Gobbi,Julio Camilloni,Vals,Tito Landó,Orquesta,Alfredo Gobbi,16-4-1957 Buenos Aires RCA-Victor 1A-1252 TO120,,
4065,Menta y cedrón,Tango,1945,Oscar Arona,Armando Tagini,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,17-7-1945 Buenos Aires RCA-Victor 60-0733 80725,,
4066,Mentira,Tango,1932,Francisco Pracánico,Celedonio Flores,Tango,Carlos Gardel,Con piano y violín,,22-7-1932 Barcelona Odeon 18873 SO-7789,02:28,3374
4067,Mentira,Tango,1932,Francisco Pracánico,Celedonio Flores,Tango,Oscar Larroca,Orquesta,Alfredo De Angelis,7-9-1954 Buenos Aires Odeon 55997-B 19689,,
4068,Mentira,Tango,1932,Francisco Pracánico,Celedonio Flores,Tango,Carlos Aguirre,Orquesta,Alfredo De Angelis,21-8-1969 Buenos Aires Odeon 190-B 36247,,
4069,Mentira,Tango,1932,Francisco Pracánico,Celedonio Flores,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,5-4-1945 Buenos Aires RCA-Victor 60-0664 80599,,
4070,Mentira,Tango,1932,Francisco Pracánico,Celedonio Flores,Tango,Alberto Morán,Orquesta,Osvaldo Pugliese,24-9-1945 Buenos Aires Odeon 7677 14938,,
4071,Mentira,Tango,1932,Francisco Pracánico,Celedonio Flores,Tango,Nelly Vázquez,Orquesta,Osvaldo Pugliese,20-10-1977 Buenos Aires Odeon 6933 43858,,
4072,Mentira,Tango,1932,Francisco Pracánico,Celedonio Flores,Tango,Mercedes Carné,Orquesta,Carlos Di Sarli,1931 Buenos Aires Brunswick 2207-A 2505,,
4073,Mentira fue tu amor,Tango,,Ángel Condercuri,Enrique Lary,Tango,Oscar Alonso,Orquesta,Carlos García,14-11-1970 Buenos Aires Vedette (Odeon) LVD-7001,,
4074,Mentiras,Tonada salteña,,Juan Bautista Abad Reyes,Juan Bautista Abad Reyes,Tonada salteña,Carlos Gardel,"Guitarras de Barbieri, Pettorossi, Riverol y Vivas",,13-1-1933 Buenos Aires Odeon 18874 7319/1,03:05,3694
4075,Mentiras,Tonada salteña,,Juan Bautista Abad Reyes,Juan Bautista Abad Reyes,Tonada salteña,Julio Sosa,Guitarras de,Héctor Arbelo,12-6-1962 Buenos Aires CBS-Columbia 8358 3012,,
4076,Mentiras,Tonada salteña,,Juan Bautista Abad Reyes,Juan Bautista Abad Reyes,Tonada salteña,Miguel Montero Jorge Maciel,Orquesta,Osvaldo Pugliese,26-12-1956 Buenos Aires Odeon 52090 21726,03:29,242
4077,Mentiras criollas,Tango,1929,Oscar Arona,Oscar Arona,Tango,Carlos Gardel,Guitarras de Aguilar y Barbieri,,23-10-1929 Buenos Aires Odeon 18291 4748/1,02:25,3693
4078,Mentiras piadosas,Tango,1935,"Miguel Nijensohn, Pedro Pandolfi",Carlos Marín,Tango,Carlos Dante,Orquesta,Alfredo De Angelis,29-10-1945 Buenos Aires Odeon 3789-B 15042,,
4079,Mentiras piadosas,Tango,1935,"Miguel Nijensohn, Pedro Pandolfi",Carlos Marín,Tango,Carlos Dante,Orquesta,Miguel Caló,26-11-1934 Buenos Aires Odeon 8351 7941,,
4080,M'estás cansando,Tango,,César Petrone,,Tango,Instrumental,Orquesta,Pedro Maffia,1930 Buenos Aires Brunswick 1417-A,,
4081,Meta garufa,Tango,,Leo Lipesker,Mario Bustos,Tango,Lalo Martel,Orquesta,Alfredo De Angelis,21-8-1961 Buenos Aires Odeon 52740-A 26792,,
4082,Metejón de punga,Tango,1972,"Jorge Vidal, Oscar Kinleiner","Jorge Vidal, Oscar Kinleiner",Tango,Jorge Vidal,Con guitarras,,1972 Buenos Aires,02:17,6925
4083,Metido (Enamorado),Tango,,Príncipe Cubano,Príncipe Cubano,Tango,Alberto Lago,Orquesta,Rodolfo Biagi,22-5-1942 Buenos Aires Odeon 5632 12006,,
4084,Mi alondra,Tango,,Oscar de la Fuente,Oscar de la Fuente,Tango,Hugo Duval,Orquesta,Rodolfo Biagi,6-3-1959 Buenos Aires Columbia 208469 1797,,
4085,Mi ambición,Vals,,Cristino Tapia,Cristino Tapia,Vals,Carlos Dante Oscar Larroca,Orquesta,Alfredo De Angelis,19-5-1954 Buenos Aires Odeon 55954-B 19497,,
4086,Mi ambición,Vals,,Cristino Tapia,Cristino Tapia,Vals,Guillermo Rico,Guitarras,José Canet,1973 Buenos Aires RCA-Victor,,
4087,Mi bandoneón y yo (Crecimos juntos),Tango,,Rubén Juárez,Julio Martín,Tango,Gustavo Nocetti,Orquesta,Osvaldo Pugliese,30-6-1982 Buenos Aires Odeon 6550 46253,,
4088,Mi bandoneón y yo (Crecimos juntos),Tango,,Rubén Juárez,Julio Martín,Tango,Freddy Potenza,Bandoneón de,Coco Potenza,1999 México,,7129
4089,Mi barrio José Ingenieros,Tango,,Paco Berón,Adrián Resnik,Tango,Adrián Resnik,Con orquesta,,2006 Buenos Aires Particular S/Nº,02:12,6241
4090,Mi bolita cachuza,Tango,,José Canet,José Canet,Tango,Alberto Gómez,Guitarras de,José Canet,2-5-1939 Buenos Aires RCA-Victor,02:16,7502
4091,Mi Buenos Aires querido,Tango,1934,Carlos Gardel,Alfredo Le Pera,Tango,Carlos Gardel,Orquesta,Terig Tucci,30-7-1934 New York Victor 32189 Bs83559,02:41,680
4092,Mi Buenos Aires querido,Tango,1934,Carlos Gardel,Alfredo Le Pera,Tango,Marga Fontana,Orquesta,Miguel Caló,1965 Colombia Odeon LDB-67,,
4093,Mi caballo murió,Tango,,Modesto Romero,"Anselmo Carreño, Luis Fernández de Sevilla",Tango,Imperio Argentina,Con guitarras,,1932 España Parlophone,02:51,640
4094,Mi canción de ausencia,Tango,1966,Roberto Pansera,Roberto Lambertucci,Tango,Oscar Alonso,Orquesta,Carlos García,29-8-1968 Buenos Aires Odeon LDS-854,,
4095,Mi cantar,Tango,,Héctor Stamponi,Homero Expósito,Tango,Jorge Ortiz,Orquesta,Miguel Caló,21-5-1943 Buenos Aires Odeon 8377 12789,,
4096,Mi cariñito,Vals,,Alfredo De Angelis,José Rótulo,Vals,Carlos Dante Julio Martel,Orquesta,Alfredo De Angelis,12-5-1949 Buenos Aires Odeon 30421-B 17289,,
4097,Mi castigo,Tango,,Julio César Sanders,César Vedani,Tango,Francisco Fiorentino,Orquesta,Aníbal Troilo,16-4-1942 Buenos Aires RCA-Victor 39582 69660,,
4098,Mi chiquita,Tango,1963,Ángel D'Agostino,Enrique Cadícamo,Tango,Raúl Lavié,Orquesta,Ángel D'Agostino,20-5-1963 Buenos Aires RCA-Victor AVL-3486 MAAB-3838,,
4099,Mi ciudad y mi gente,Tango,1970,Eladia Blázquez,Eladia Blázquez,Tango,Patricia Duarte,Trío,Mario Marmo,Buenos Aires,02:20,6440
4100,Mi ciudad y mi gente,Tango,1970,Eladia Blázquez,Eladia Blázquez,Tango,Rosanna Falasca,Orquesta,Luis Stazo,1971 Buenos Aires Diapasón GL 4042-B,,
4101,Mi colegiala,Vals,,Héctor Gentile [b],Ángel Di Rosa,Vals,Alfredo Del Río Tito Landó,Orquesta,Alfredo Gobbi,7-7-1958 Buenos Aires Orfeo 050010 115,,
4102,Mi diosa,Tango,1926,Francisco De Caro,José De Grandis,Tango,Instrumental,Orquesta,Alfredo De Angelis,1981 Buenos Aires Microfón 60171,,
4103,Mi distinguida pebeta,Tango,,Juan José Guichandut,Horacio Sanguinetti,Tango,Rubén Cané,Orquesta,Ángel D'Agostino,24-1-1952 Buenos Aires RCA-Victor 68-0230 94802,02:25,3143
4104,Mi dolor,Tango,1930,Carlos Marcucci,Manuel Meaños,Tango,Instrumental,Orquesta,Alfredo De Angelis,23-5-1957 Buenos Aires Odeon 52194 22123,02:48,741
4105,Mi dolor,Tango,1930,Carlos Marcucci,Manuel Meaños,Tango,Ángel Vargas,Orquesta Ángel Vargas dir:,Edelmiro D'Amario,24-11-1955 Buenos Aires RCA-Victor 68-2287 SO-4783,,
4106,Mi dolor,Tango,1930,Carlos Marcucci,Manuel Meaños,Tango,Enzo Valentino,Con orquesta,,1957 Buenos Aires T.K.,,
4107,Mi dolor,Tango,1930,Carlos Marcucci,Manuel Meaños,Tango,Gloria Díaz,Orquesta,José Basso,1976 Buenos Aires Embassy 90.003,,
4108,Mi estrella azul,Tango,,Carlos García,Marsilio Robles,Tango,Instrumental,Orquesta,Carlos García,1957 Buenos Aires Pampa,02:23,1898
4109,Mi flor de noche,Tango,,"Silvio Marinucci, Vicente Demarco",Lito Bayardo,Tango,Roberto Rufino,Orquesta,Miguel Caló,29-12-1949 Buenos Aires Odeon 30028 17549,,
4110,Mi flor de noche,Tango,,"Silvio Marinucci, Vicente Demarco",Lito Bayardo,Tango,Roberto Rufino,Orquesta,Miguel Caló,29-12-1949 Buenos Aires Odeon 30028 17549,,
4111,Mi fuelle rezonga,Tango,,Pedro Toscano,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,13-12-1954 Buenos Aires Odeon 51657 19858,,
4112,Mi gran noche,Arr. en tango,,Salvatore Adamo,Salvatore Adamo,Arr. en tango,Carlos Aguirre,Orquesta,Alfredo De Angelis,10-7-1969 Buenos Aires Odeon 7364-A 36008,,
4113,Mi lamento,Tango,,Julio Carrasco,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,17-3-1954 Buenos Aires Odeon 55898 19400,03:02,245
4114,Mi lejana Buenos Aires,Tango,,Emilio Balcarce,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,1966 Buenos Aires Philips 82119 07.1967,,
4115,Mi loco bandoneón,Tango,1981,Astor Piazzolla,Horacio Ferrer,Tango,José Ángel Trelles,Conjunto,Gustavo Fedel,1993 Buenos Aires Melopea CDMSE 5062,03:33,5669
4116,Mi luna,Tango,,Carlos Olmedo,Lito Bayardo,Tango,Roberto Goyeneche,Orquesta,Aníbal Troilo,23-8-1961 Buenos Aires RCA-Victor AVL-3416 2695,,
4117,Mi luna,Tango,,Carlos Olmedo,Lito Bayardo,Tango,Juan Carlos Godoy,Orquesta,José Basso,1968 Buenos Aires Music Hall 2300,,
4118,Mi madre querida (My Yiddishe Momme),Arr. en tango,,"Lew Pollack, Jack Yellen","Ben Molar, Rafael Smolarchik",Arr. en tango,Carlos Aguirre,Orquesta,Alfredo De Angelis,8-9-1971 Buenos Aires Odeon 7438-A 38687,,
4119,Mi madre tierra,Tango,1954,Alberto Suárez Villanueva,Gerardo Adroher,Tango,Oscar Serpa,Orquesta,Carlos Di Sarli,20-6-1955 Buenos Aires RCA-Victor 1A-0643 S3875,,
4120,Mi madre y vos,Tango,,Norberto Ramos,Jorge Moreira,Tango,Alberto Rial,Orquesta,Ángel Domínguez,7-1-1959 Buenos Aires RCA-Victor,03:19,7301
4121,Mi malacara y yo,Tango,,Luis Stazo,Federico Silva,Tango,Juan Carlos Godoy Roberto Mancini,Orquesta,Alfredo De Angelis,30-8-1963 Buenos Aires Odeon 2074-B 29419,,
4122,Mi manta pampa,Zamba,,Guillermo Barbieri,Guillermo Barbieri,Zamba,Carlos Gardel,"Guitarras de Barbieri, Pettorossi, Riverol y Vivas",,16-10-1933 Buenos Aires Odeon 18898-A 7559,02:41,7577
4123,Mi moro,Tango,,"Carlos Gardel, José Razzano",Cátulo Castillo,Tango,Raúl Berón,Orquesta,Miguel Caló,16-3-1950 Buenos Aires Odeon 30029 17587,,
4124,Mi morocha,Milonga,,Emilio Querejeta,Enrique Dizeo,Milonga,Alberto Castillo,Orquesta,Ricardo Tanturi,18-9-1941 Buenos Aires RCA-Victor 39408 59789,,
4125,Mi nataí,Tango,,"Félix Lipesker, Leonardo Timor","Félix Lipesker, Leonardo Timor",Tango,Luis Tolosa,Orquesta,Miguel Caló,14-12-1944 Buenos Aires Odeon 8395 14311,,
4126,Mi Necochea,Tango,,Donato Racciatti,,Tango,Instrumental,Orquesta,Donato Racciatti,1974 Montevideo Sondor,02:20,7647
4127,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Carlos Gardel,"Guitarras de Aguilar, Barbieri y Riverol",,24-4-1930 Buenos Aires Odeon 18812 5449,03:22,1102
4128,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Charlo,Con orquesta,,12-7-1955 Buenos Aires Odeon,03:00,742
4129,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Edmundo Rivero,Orquesta,Aníbal Troilo,30-6-1949 Buenos Aires RCA-Victor 60-1805 91320,,
4130,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Instrumental,,Aníbal Troilo,21-8-1962 Buenos Aires RCA-Victor 3AE-3104 3406,,
4131,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Roberto Rufino,Orquesta,Baffa-Berlingieri,21-4-1969 Buenos Aires RCA-Victor CAL-3215 8785,,
4132,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Floreal Ruiz,Orquesta,Francisco Rotundo,21-2-1949 Buenos Aires Odeon 30652 17226,,
4133,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Francisco Fiorentino,Orquesta,José Basso,10-3-1949 Buenos Aires RCA-Victor Particular,,
4134,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Julio Sosa,Bandoneón,Leopoldo Federico,Buenos Aires CBS-Columbia inédito 7654,,
4135,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Instrumental,Solo de piano de,Lucio Demare,18-6-1952 Buenos Aires CBS-Columbia 301049 700,,
4136,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Instrumental,Orquesta,Osvaldo Pugliese,27-12-1979 Buenos Aires Odeon 6160 45051,,
4137,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Juan Carlos Godoy,Orquesta,Alfredo De Angelis,1964 Colombia Discos Fuentes 2054,,
4138,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Armando Laborde,Orquesta,Juan D'Arienzo,18-11-1965 Buenos Aires RCA-Victor AVL-3634 RAAN-5479,,
4139,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Carlos Bermúdez,,,1970 Ecuador Fadisal,,
4140,Mi noche triste (Lita),Tango,1916,Samuel Castriota,Pascual Contursi,Tango,Adriana Varela,Bandoneón de,Leopoldo Federico,1998 Buenos Aires ND CDND-447 Más tango,,
4141,Mi novia de ayer,Tango,,Arturo Gallucci,José Barreiros Bazán,Tango,Floreal Ruiz,Orquesta,Alfredo De Angelis,28-4-1944 Buenos Aires Odeon 3774-B 13730,,
4142,Mi novia del cielo,Vals,1965,Roberto Pansera,Roberto Lambertucci,Vals,Enzo Valentino,Orquesta,Roberto Pansera,1968 Buenos Aires Alanicky 6085509,,
4143,Mi pampa blanca,Tango,,"Alfredo De Angelis, Alberto Lago",Roberto Cardé,Tango,Marcelo Biondini Rubén Linares,Orquesta,Alfredo De Angelis,1981 Buenos Aires Epic 20.307,,
4144,Mi papito,Tango,,David Estévez Martín,"Víctor Soliño, Roberto Fontaina",Tango,Tita Merello,Con orquesta,,1929 Buenos Aires RCA-Victor 47145,,
4145,Mi papito,Tango,,David Estévez Martín,"Víctor Soliño, Roberto Fontaina",Tango,Silvia Gaudín Gabriel Reynal,Trío,Oscar De Elía,1996 Buenos Aires M&M TK 28211,02:38,3790
4146,Mi pecadora,Tango,,Oscar de la Fuente,Oscar de la Fuente,Tango,Hugo Duval,Orquesta,Rodolfo Biagi,12-12-1953 Buenos Aires Odeon 55860 19281,,
4147,Mi piba,Tango,,Juan Bautista Guido,Francisco Capone,Tango,Juan Lauga,Orquesta,Juan Bautista Guido,13-1-1931 Buenos Aires RCA-Victor 47578 60578/2,02:51,4521
4148,Mi piba [b],Tango,,Rodolfo Sciammarella,Manuel Romero,Tango,Alberto Castillo,Orquesta,Ricardo Tanturi,16-3-1943 Buenos Aires RCA-Victor 60-0019 84255,,
4149,Mi pibe (La chance),Tango,,Enrique Delfino,Manuel Romero,Tango,Instrumental,Sexteto,Carlos Di Sarli,14-8-1929 Buenos Aires RCA-Victor 47156 44705,,
4150,Mi pobre corazón,Tango,,"Juan Giliberti, Genaro Espósito","Juan Giliberti, Genaro Espósito",Tango,F. Merel,Orquesta,Genaro Espósito,1937 París Decca F-47068,03:02,7669
4151,Mi pobre novia,Vals,,Roberto Rufino,Sara Rainer,Vals,Roberto Rufino,Orquesta Roberto Rufino - Dir:,Ernesto Franco,1954 Buenos Aires Orfeo 37007,,
4152,Mi poncho tucumano,Milonga,,Roberto Díaz,Generoso D'Amato,Milonga,Enzo Valentino,Con guitarras,,Buenos Aires,,
4153,Mi primer goal,Tango,1933,"Horacio Pettorossi, Miguel Bonano",Alejandro Fattorini,Tango,Carlos Gardel,"Guitarras de Barbieri, Pettorossi, Riverol y Vivas",,1-9-1933 Buenos Aires Odeon 18903 7519,02:23,7606
4154,Mi primer goal,Tango,1933,"Horacio Pettorossi, Miguel Bonano",Alejandro Fattorini,Tango,Abel Córdoba,Orquesta,Osvaldo Pugliese,1968 Buenos Aires Philips 82229 08.1969,,
4155,Mi promesa,Tango,,Alfredo De Angelis,José Rótulo,Tango,Carlos Dante Oscar Larroca,Orquesta,Alfredo De Angelis,16-8-1956 Buenos Aires Odeon 52017-A 21235,,
4156,Mi promesa,Tango,,Alfredo De Angelis,José Rótulo,Tango,Guillermo Rico Juan Carlos Rolón,Orquesta,Francisco Canaro,16-10-1956 Buenos Aires Odeon 52043 21421,,
4157,Mi promesa,Tango,,Alfredo De Angelis,José Rótulo,Tango,Alfredo Dalton,Orquesta,Miguel Caló,19-10-1956 Buenos Aires Odeon 52056 21441,,
4158,Mi rebeldía,Tango,,"Guillermo Vilar, Ángel Vilar",Pedro Blasco,Tango,Carlos Dante,Orquesta,Alfredo De Angelis,4-10-1955 Buenos Aires Odeon 51822-A 20494,,
4159,Mi rebeldía,Tango,,"Guillermo Vilar, Ángel Vilar",Pedro Blasco,Tango,Floreal Ruiz,Orquesta,Francisco Rotundo,25-8-1955 Buenos Aires Pampa 14138 MAI-1696,,
4160,Mi refugio,Tango,,Juan Carlos Cobián,Pedro Numa Córdoba,Tango,Instrumental,Orquesta,Aníbal Troilo,28-12-1970 Buenos Aires RCA-Victor AVL-4006 11152,03:03,1298
4161,Mi refugio,Tango,,Juan Carlos Cobián,Pedro Numa Córdoba,Tango,Instrumental,Orquesta,Carlos Di Sarli,18-4-1941 Buenos Aires RCA-Victor 39266 39855,,
4162,Mi refugio,Tango,,Juan Carlos Cobián,Pedro Numa Córdoba,Tango,Instrumental,Orquesta,Carlos Di Sarli,1952 Buenos Aires Music Hall 1010A BA 1017,,
