,Title,Instrumentalist,Vocalist,Date,Location,Genre,Music Composer,Lyrics Composer,Year of Composition,Recording Info,File ID
2897,Hacelo por la vieja,Orquesta Nicasio Tejada,Gaby,1942,Madrid,Tango,Rodolfo Sciammarella,"Carlos Viván, Héctor Bonatti",,Columbia (España) A2600 C4434,7210
2898,Hágame el favor,Orquesta José Basso,Jorge Durán,1952-01-10,Buenos Aires,Tango,José Rial,José Rial,1930,Odeon 55358 18323,
2899,Halcón negro,Orquesta Héctor Artola,Instrumental,1949-11-03,Buenos Aires,Tango,Francisco Canaro,,,Odeon,872
2900,Hambre,Orquesta Adolfo Carabelli,Charlo,1932-05-11,Buenos Aires,Tango,Juan Carlos Cobián,Enrique Cadícamo,1932,RCA-Victor 37198 66710,3368
2901,Hanon en tango,Orquesta Alfredo De Angelis,Instrumental,1972-08-03,Buenos Aires,Tango,"Alfredo De Angelis, Alfredo De Franco",Juan Pomati,,Odeon 51016-A 39671,
2902,Haragán,,Carlos Gardel,1929-06-20,Buenos Aires,Tango,Enrique Delfino,"Manuel Romero, Luis Bayón Herrera",1928,Odeon 19012 4271,1920
2903,Haragán,Orquesta Antonio Rodio,Instrumental,1929,Buenos Aires,Tango,Enrique Delfino,"Manuel Romero, Luis Bayón Herrera",1928,Odeon 14001,
2904,Harina y pan,,Gabriela Fein,1998,Buenos Aires,Milonga,Carmen Guzmán,María del Mar Estrella,,GF (Particular) GF01,6259
2905,Hasta Callao no más,Orquesta Alfredo De Angelis,Juan Carlos Godoy,1962-10-25,Buenos Aires,Milonga,Azucena Maizani,Elena Pistoia de Lepper,1962,Odeon 52778-B 28440,
2906,Hasta el último tren,Orquesta Osvaldo Pugliese,Abel Córdoba,1970,BUENOS AIRES,Tango,Julio Ahumada,Julio Camilloni,1969,Philips 5912 09.1970,
2907,Hasta el último tren,Orquesta Juan José Paz,Jorge Sobral,1971,Buenos Aires,Tango,Julio Ahumada,Julio Camilloni,1969,Music Hall 2179,1910
2908,Hasta siempre amor,Orquesta Carlos Di Sarli,Horacio Casares,1958,Buenos Aires,Tango,Donato Racciatti,Federico Silva,1953,Philips 2h42049,
2909,Hay que acomodarse,Orquesta Edgardo Donato,Horacio Lagos,1935-10-11,Buenos Aires,Tango,Edgardo Donato,Antonio Botta,1935,RCA-Victor 37827 86960,7455
2910,Hay que vivirla compadre,Orquesta Ángel D'Agostino,Ángel Vargas,1942-09-02,Buenos Aires,Tango,"Ángel D'Agostino, Alfredo Attadía",Héctor Marcó,,RCA-Victor 39694 69910,
2911,He vuelto muchachos,Orquesta Miguel Caló,Alberto Marino,1967-06-05,Buenos Aires,Tango,"Julio César Sanders, Emilio Brameri",José María Suñé,,Odeon LDB-126 33500,
2912,Hechizo de la Villa (Feitiço da Vila),Orquesta Miguel Caló,Instrumental,1959,Brasil,Arr. en tango,Vadico,Noel Rosa,,Odeon LDM-8143 12151,
2913,Hermana,Orquesta Alfredo De Angelis,Juan Carlos Godoy,1958-09-26,Buenos Aires,Vals,Roberto Abrodos,Eugenio Majul,1958,Odeon 52416-B 23526,
2914,Hermana,Orquesta Alfredo De Angelis,Juan Carlos Godoy,1958-09-26,Buenos Aires,Vals,Roberto Abrodos,Eugenio Majul,1958,Odeon 52416-B 23526,
2915,Hermano,,Alberto Vila,1928-07-04,Buenos Aires,Tango,Julio Pollero,Enrique Dizeo,1928,RCA-Victor 80912 BAVE-44205/2,
2916,Hermano,Orquesta Osvaldo Fresedo,Genaro Veiga,1930,Nueva York,Tango,Julio Pollero,Enrique Dizeo,1928,Brunswick 41042,
2917,Hermosa japonesita,Orquesta Osvaldo Pugliese,Adrián Guida,1986-11-10,Buenos Aires,Tango,Osvaldo Pugliese,Javier Mazzea,1982,Odeon,
2918,Historia de amor (Love story),Orquesta Alfredo De Angelis,Carlos Aguirre,1971-06-17,Buenos Aires,Arr. en tango,Francis Albert Lai,Carl Sigman,,Odeon 1051-B 38414,
2919,Historia de mi vida,Orquesta Ricardo Tanturi,Horacio Roca,1959-05-27,Buenos Aires,Arr. en tango,Mario Cavagnaro,Mario Cavagnaro,,RCA-Victor 1A-1780 KAAB1055,
2920,Historia de mi vida,Orquesta Ricardo Tanturi,Horacio Roca,1959,Buenos Aires,Arr. en tango,Mario Cavagnaro,Mario Cavagnaro,,RCA-Victor 1A-1780 KAAB1055,7018
2921,Historia de un amor,Orquesta Alfredo Gobbi,Tito Landó,1956-04-16,Buenos Aires,Arr. en tango,Carlos Almarán,Carlos Almarán,,RCA-Victor 1A-0828 SO4930,
2922,Historia de un amor,Orquesta Ricardo Malerba,Alberto Sánchez,1956-03-16,Buenos Aires,Arr. en tango,Carlos Almarán,Carlos Almarán,,Odeon,
2923,Historia de un amor,,Alejandra Santander,2001,Francia,Arr. en tango,Carlos Almarán,Carlos Almarán,,CHE007,808
2924,Historia de un idilio,Orquesta Don Américo - dir: Américo Belloto,María de la Fuente Eduardo Farrell,1946-08-02,Buenos Aires,Vals,William Gilbert,A. Wrubel,,Odeon 32251 15707,
2925,Historias de mi cocina,Conjunto dir: Norberto Vogel Marcelo Saraceni,Laura Rivadeneira,2012,Buenos Aires,Candombe,Marcelo Saraceni,Pablo Daniel Guzmán,2008,Siglo de Cartón Ediciones,7209
2926,Hoja muerta,Orquesta Miguel Caló,Instrumental,1959,Brasil,Arr. en tango,Ary Barroso,,,Odeon LDM-8143 12142,
2927,Hollín,,Carlos Gardel,1924,Buenos Aires,Tango,José María Rizzuti,Amadeo Canale,,Odeon 18108 2275,6922
2928,Homero,Orquesta Alonso-Minotto Alberto Alonso,Instrumental,1917-05-09,Buenos Aires,Tango,Roberto Firpo,,,Victor,6967
2929,Honor gaucho,Orquesta Alberto Mancione,Jorge Ledesma,1953-01-30,Buenos Aires,Tango,Agustín Magaldi,Juan Fulginiti,1938,RCA-Victor,
2930,Honrar la vida,,Eladia Blázquez,1995,Buenos Aires,Canción,Eladia Blázquez,Eladia Blázquez,,DBN 51339,3804
2931,Hopa hopa hopa,,Carlos Gardel,1927-03-12,Buenos Aires,Canción criolla,Roberto Fugazot,José Alonso y Trelles,,Odeon 18204 471/2,763
2932,Hormiga negra,Orquesta Sebastián Piana,Alfredo Lucero Palacios,1942,Buenos Aires,Tango,Vicente Demarco,Alfredo Faustino Roldán,,Victor 39732-A,7118
2933,Hoy al recordarla,Orquesta Alfredo De Angelis,Julio Martel,1946-03-01,Buenos Aires,Tango,José Canet,José Canet,1944,Odeon 3793-A 15336,
2934,Hoy al recordarla,Orquesta Carlos Di Sarli,Jorge Durán,1945-07-31,Buenos Aires,Tango,José Canet,José Canet,1944,RCA-Victor 60-0746 80753,5641
2935,Hoy al recordarla,Orquesta Osvaldo Pugliese,Alberto Morán,1945-12-18,Buenos Aires,Tango,José Canet,José Canet,1944,Odeon 7680 15196,
2936,Hoy es tarde,Orquesta Leopoldo Federico,Julio Sosa,1964-06-04,Buenos Aires,Tango,Juan Carlos Howard,Enrique Cadícamo,,CBS-Columbia 8457 4066,
2937,Hoy la espero a la salida,Orquesta Florindo Sassone,Roberto Chanel,1949-02-15,Buenos Aires,Tango,Roberto Chanel,Raúl Hormaza,,RCA-Victor 60-1761 91227,
2938,Hoy la vas de perseguido,Orquesta Juan D'Arienzo,Armando Laborde,1971-11-26,Buenos Aires,Tango,Luis Guerello,Juan Bautista Devoto,,RCA-Victor 3AE3835 RAAN-12240,
2939,Hoy me vas a escuchar,Orquesta Juan D'Arienzo,Armando Laborde,1955-06-10,Buenos Aires,Tango,"Juan D'Arienzo, Fulvio Salamanca",Carlos Bahr,,RCA-Victor 1A-0492 3979,
2940,Hoy te quiero mucho más,Orquesta Rodolfo Biagi,Alberto Amor,1945-11-30,Buenos Aires,Tango,Carlos Lazzari,Horacio Sanguinetti,,Odeon 5656 15150,
2941,Hoy te toca reír,Orquesta Pedro Maffia,Instrumental,1931,Buenos Aires,Tango,"Alfonso Lacueva, Alejandro Schujer",Lito Más,,Columbia Record 6036-A,
2942,Hula la misteriosa,Orquesta José García,Alfredo Rojas,1943-06-22,Buenos Aires,Milonga,Juan José Guichandut,Horacio Sanguinetti,,Odeon 7411 12866,
2943,Humildad,Solo de piano de Lucio Demare,Instrumental,1953-01-27,Buenos Aires,Tango,Lucio Demare,Alfredo Navarrine,,Pampa 14051 1011,
2944,Humillación,Orquesta Rodolfo Biagi,Jorge Ortiz,1941-03-15,Buenos Aires,Tango,Rodolfo Biagi,Carlos Bahr,1941,Odeon 5621 11095,
2945,Igual que Dios,Orquesta Alfredo De Angelis,Oscar Larroca,1955-03-01,Buenos Aires,Tango,Antonio Rodio,José Rótulo,,Odeon 51702-B 19984,
2946,Igual que un bandoneón,Orquesta Lucio Demare,Horacio Quintana,1945-01-03,Buenos Aires,Tango,José Raúl Iglesias,Juan Bautista Gatti,,Odeon 8079-A 14382,
2947,Igual que un bandoneón,Orquesta Ricardo Tanturi,Enrique Campos,1944-12-13,Buenos Aires,Tango,José Raúl Iglesias,Juan Bautista Gatti,,RCA-Victor 60-0595 79976,
2948,Igual que una sombra,Orquesta Miguel Caló,Raúl Iriarte,1945-01-19,Buenos Aires,Tango,Osvaldo Pugliese,Enrique Cadícamo,1946,Odeon 8395 14407,3338
2949,Igual que una sombra,Orquesta Ricardo Tanturi,Enrique Campos,1945-04-12,Buenos Aires,Tango,Osvaldo Pugliese,Enrique Cadícamo,1946,RCA-Victor 60-0666 80603,
2950,Ilusión,Orquesta Manuel Pizarro,Alina De Silva,1925,Barcelona,Tango,Manuel Pizarro,Manuel Pizarro,,Gramophon AE1988,7101
2951,Ilusión azul,Orquesta Alfredo De Angelis,Carlos Dante,1945-06-08,Buenos Aires,Vals,Arquímedes Arci,Arquímedes Arci,,Odeon 3785-A 14667,
2952,Ilusión azul,Orquesta Alfredo De Angelis,"Juan Carlos Godoy, Roberto Mancini",1964,Colombia,Vals,Arquímedes Arci,Arquímedes Arci,,Discos Fuentes 3001,
2953,Ilusión de mi vida,Trio Jorge Argentino Fernández,Instrumental,1900-01-01,Buenos Aires,Vals,Feliciano Brunelli,Nolo López,,,7064
2954,Ilusión de vivir,,Roberto Rufino,1959-10-20,Buenos Aires,Vals,Roberto Rufino,Alejandro Romay,,RCA-Victor 1-A2100 1313,
2955,Ilusión marina,Orquesta Osvaldo Pugliese,Alberto Morán,1947-01-28,Buenos Aires,Vals,Antonio Sureda,Gerónimo Sureda,,Odeon 7689 16263,
2956,Ilusión marina,Guitarra de José Ricardo,Anita Palmero,1930,Buenos Aires,Vals,Antonio Sureda,Gerónimo Sureda,,Odeon 13602-B 6434,1857
2957,Ilusiones,Orquesta Donato Racciatti,Nina Miranda,,,Tango,Julián Cardozo,Gerardo Adroher,,,
2958,Imagen campera,Orquesta Osvaldo Pugliese,"Jorge Maciel, Abel Córdoba",1967,Buenos Aires,Tango,Víctor Lavallén,Félix Rosario Arena,1968,Philips 82194 01.1968,
2959,Imaginación,Orquesta Alfredo De Angelis,Instrumental,1950-12-12,Buenos Aires,Vals,"Elvino Vardaro, Oscar Arona",Francisco García Jiménez,,Odeon 55229-A 17928,
2960,Implorándote,,"Carlos Bermúdez, Edmundo Rivero",1946,Buenos Aires,Pasillo,,,,Odeon 70359 15251,
2961,Improvisando,Orquesta Pedro Laurenz,Juan Carlos Casas,1940-07-29,Buenos Aires,Milonga,Pedro Laurenz,Enrique Cadícamo,,RCA-Victor 39045 39412,
2962,Incertidumbre,Orquesta Bianco-Bachicha,Juan Raggi,1926-12-03,Paris,Tango,Eduardo Bianco,Eduardo Bianco,,Odeon 165.003 KI-989,6315
2963,Incertidumbre [b],Orquesta Típica Victor,Ángel Vargas,1939-01-05,Buenos Aires,Tango,Guillermo Alo,Lito Bayardo,,RCA-Victor 38645 12640,
2964,Incomparable,Orquesta Alfredo De Angelis,Carlos Dante,1957-09-05,Buenos Aires,Vals,Ángel Cabral,Manuel Barros,,Odeon 55236-A 22464,
2965,Incomparable,,Nina Miranda,1958,Buenos Aires,Vals,Ángel Cabral,Manuel Barros,,Odeon,
2966,Incomprensión,Orquesta Francisco Canaro,Guillermo Rico,1944-11-15,Buenos Aires,Vals,Oscar Sabino,Oscar Sabino,,Odeon 5257-B 14213,
2967,Incurable,,Carlos Gardel,1930-08-21,Buenos Aires,Tango,Guillermo Barbieri,Roberto Aubriot Barboza,1930,Odeon 18830 5953,7578
2968,Independencia,Cuarteto Juan Maglio,Instrumental,1912,Buenos Aires,Tango,Alfredo Bevilacqua,,,Columbia Record T521,1459
2969,Independencia,Cuarteto Cuarteto Del Centenario,Instrumental,1978,Buenos Aires,Tango,Alfredo Bevilacqua,,,RCA-Victor,1403
2970,Independiente Club,Orquesta Alfredo Gobbi,Instrumental,1948-09-08,Buenos Aires,Tango,Agustín Bardi,,,RCA-Victor 60-1667 91093,1306
2971,Indiferencia,Orquesta Rodolfo Biagi,Jorge Ortiz,1942-09-10,Buenos Aires,Tango,Rodolfo Biagi,Juan Carlos Thorry,1937,Odeon 5634 12207,
2972,Indiferencia,Orquesta Tito Ribero,Hugo Del Carril,1938-04-01,Buenos Aires,Tango,Rodolfo Biagi,Juan Carlos Thorry,1937,RCA-Victor 38419 12158,1959
2973,Indio manso,Orquesta Carlos Di Sarli,Instrumental,1958,Buenos Aires,Tango,Héctor Quesada,,1919,Philips 2h42052,
2974,Infamia,Orquesta Francisco Rotundo,Floreal Ruiz,1953-04-06,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1941,Pampa 14058 MAI-1062,
2975,Infamia,Orquesta Héctor Stamponi,Edmundo Rivero,1959,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1941,Philips,1688
2976,Inocencia,,Imperio Argentina,1932,Barcelona,Tango,Mercedes Simone,Mercedes Simone,,BS2570/1,6890
2977,Insomnio,,Carlos Gardel,1927-05-05,Buenos Aires,Canción,Américo Chiriff,José Alonso y Trelles,,Odeon 18210 721,681
2978,Inspiración,Orquesta Aníbal Troilo,Instrumental,1957-09-25,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,Odeon 52287 22518,
2979,Inspiración,Orquesta Aníbal Troilo,Instrumental,1943-05-03,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,RCA-Victor 60-0067 84323,
2980,Inspiración,Orquesta Enrique Francini,Instrumental,1956-01-19,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,RCA-Victor,1404
2981,Inspiración,Orquesta Miguel Caló,Instrumental,1943-01-20,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,Odeon 8373 12497,
2982,Inspiración,Orquesta Osmar Maderna,Instrumental,1950-02-02,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,RCA-Victor 60-1916,
2983,Inspiración,Orquesta Pedro Maffia,Instrumental,1929,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,Brunswick 1406-A 181,
2984,Inspiración,Orquesta Aníbal Troilo,Instrumental,1951,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,T.K. S 5054 127,
2985,Inspiración,Orquesta Aníbal Troilo,Instrumental,1952,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,T.K. S 5150 357,
2986,Inspiración,Orquesta Osvaldo Pugliese,Instrumental,1962,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,Philips 82049 1.1965,
2987,Inspiración,Orquesta José Basso,Instrumental,1964,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,Music Hall 636,
2988,Inspiración,Orquesta José Basso,Instrumental,1970,Buenos Aires,Tango,Peregrino Paulos,Luis Rubistein,1929,Almalí 30007,
2989,Intermezzo,Orquesta Aníbal Troilo,Instrumental,1955,Buenos Aires,Tango,Oscar de la Fuente,,,T.K. S 5402 1037,
2990,Intima canción,,Enzo Valentino,,,Tango,Roberto Cambaré,Aníbal Cufré,,,
2991,Intima canción,Guitarras de José Canet,Nelly Omar,1969,Buenos Aires,Tango,Roberto Cambaré,Aníbal Cufré,,Magenta 5.053,
2992,Intima canción,Orquesta Jorge Dragone,Enzo Valentino,1995,Buenos Aires,Tango,Roberto Cambaré,Aníbal Cufré,,EMI 854008-2 (CD),
2993,Intimas,,Carlos Gardel,1930-08-28,Buenos Aires,Tango,Alfonso Lacueva,Ricardo Brignolo,1926,Odeon 5962,513
2994,Intimas,Orquesta Alfredo De Angelis,Carlos Gardel,1974-08-29,Buenos Aires,Tango,Alfonso Lacueva,Ricardo Brignolo,1926,Odeon 8152-A 41647,
2995,Intimas,Orquesta Carlos García,Oscar Alonso,1970-11-21,Buenos Aires,Tango,Alfonso Lacueva,Ricardo Brignolo,1926,Vedette (Odeon) LVD-7001,
2996,Intimas,Orquesta Típica Porteña - Dir: Raúl Garello,Roberto Rufino,1978,Buenos Aires,Tango,Alfonso Lacueva,Ricardo Brignolo,1926,RCA-Victor AVS-4583,
2997,Intriga y pasión,Guitarras de José Canet,Nelly Omar,1981,Buenos Aires,Tango,José Canet,José Canet,,RCA-Victor LZ-1509,
2998,Inútil,,Oscar Alonso,,,Tango,Tito Ribero,Reinaldo Yiso,,,
2999,Inútil,Orquesta Miguel Caló,Roberto Arrieta,1946-12-03,Buenos Aires,Tango,Tito Ribero,Reinaldo Yiso,,Odeon 30014 16048,
3000,Inútil,Orquesta Osmar Maderna,Pedro Dátila,1947-02-20,Buenos Aires,Tango,Tito Ribero,Reinaldo Yiso,,RCA-Victor 60-1177,
3001,Invierno porteño,,Instrumental,1996,Buenos Aires,Tango,Astor Piazzolla,,,Teldec 0630-13474-2,3672
3002,Invocación al tango,Orquesta Bachicha,Luis Scalon,1930,París,Tango,Cátulo Castillo,José González Castillo,,Odeon,7609
3003,Invocación al tango,Orquesta Cátulo Castillo,Instrumental,1929,Barcelona,Tango,Cátulo Castillo,José González Castillo,,Odeon,7202
3004,Irene,Orquesta Juan D'Arienzo,Walter Cabral,1936-06-09,Buenos Aires,Vals,"José Servidio, Luis Servidio",Francisco García Jiménez,,RCA-Victor 37937 93194,7534
3005,Isla de Capri,Orquesta Alfredo De Angelis,Roberto Mancini,1964-03-30,Buenos Aires,Tango,Will Grosz,Miguel Ángel Del Valle,,Odeon 2194 29926,2650
3006,Isla de Flores,,César Consi,1985,Buenos Aires,Tango,Arturo Senez,Román Machado,1927,H. L. Lucci CD0105,4524
3007,Ivette,,Instrumental,1962-08-27,Buenos Aires,Tango,"Augusto Berto, Julio A. Roca",Pascual Contursi,1920,RCA-Victor AVL-3464 3419,
3008,Ivette,Orquesta Leopoldo Federico,Julio Sosa,1962-11-29,Buenos Aires,Tango,"Augusto Berto, Julio A. Roca",Pascual Contursi,1920,CBS-Columbia 8379 3252,
3009,Ivette,Guitarra José Ricardo,Carlos Gardel,1920,Buenos Aires,Tango,"Augusto Berto, Julio A. Roca",Pascual Contursi,1920,Odeon 18024 226,2863
3010,Ivette,Orquesta Aníbal Troilo,Raúl Berón,1955,Buenos Aires,Tango,"Augusto Berto, Julio A. Roca",Pascual Contursi,1920,T.K. S 5420 1085,
3011,Ivette,Guitarra de Esteban Morgado,Adriana Varela,1994,Buenos Aires,Tango,"Augusto Berto, Julio A. Roca",Pascual Contursi,1920,Melopea CDMSE 5065 Corazones perversos,
3012,Ivette,,Luis Cardei,2000,Buenos Aires,Tango,"Augusto Berto, Julio A. Roca",Pascual Contursi,1920,DBN CD-51686,
3013,Ivón,Orquesta Alfredo De Angelis,Julio Martel,1945-10-30,Buenos Aires,Tango,Luis Visca,Horacio Sanguinetti,,Odeon 3789-A 15051,1153
3014,Ivón,Orquesta Ricardo Tanturi,Enrique Campos,1945-09-05,Buenos Aires,Tango,Luis Visca,Horacio Sanguinetti,,RCA-Victor 60-0775 80801,
3015,Jacinto Chiclana,Orquesta Astor Piazzolla,Edmundo Rivero,1965,Buenos Aires,Milonga,Astor Piazzolla,Jorge Luis Borges,,Polydor,1948
3016,Jacinto Chiclana,Orquesta de cuerdas de José Canet,Nelly Omar,1979,Buenos Aires,Milonga,Astor Piazzolla,Jorge Luis Borges,,Embassy 90.033,
3017,Jamás lo vas a saber,,Oscar Alonso,1966-12-27,Buenos Aires,Tango,Manuel Sucher,Abel Aznar,,Odeon,963
3018,Jamás lo vas a saber,Orquesta Osvaldo Pugliese,Jorge Maciel,1966,Buenos Aires,Tango,Manuel Sucher,Abel Aznar,,Philips 82119 10.1966,
3019,Jamás lo vas a saber,Orquesta José Basso,Alfredo Belusi,1967,Buenos Aires,Tango,Manuel Sucher,Abel Aznar,,Music Hall 2045 31084,
3020,Jamás retornarás,Orquesta Miguel Caló,Raúl Berón,1942-10-09,Buenos Aires,Tango,"Osmar Maderna, Miguel Caló","Osmar Maderna, Miguel Caló",1942,Odeon 8369 12290,1518
3021,Jazmín,,Ariel Ardit,2001,Buenos Aires,Vals,Ramiro Gallo,Ramiro Gallo,2006,EPSA 17162,1909
3022,Jazmines,Guitarra de Pablo Zapata,Clori Gatti,1998,Buenos Aires,Tango,"Clori Gatti, Pablo Zapata","Clori Gatti, Pablo Zapata",,Particular S/Nº,3851
3023,Je te dirai (Yo te diré),Orquesta Gregor Kalikian,Carlos Gardel,1931-09-23,Buenos Aires,Foxtrot,Gregor Kalikian,Michel Emer,,Odeon 18863 6874/1,1730
3024,Jingles de jabón Federal,Orquesta Luis Moresco,"Carlos Dante, Celia Louzán",1936,Buenos Aires,Jingle,Rodolfo Sciammarella,Rodolfo Sciammarella,,S.I.D.E.,7114
3025,Jirón de suburbio,Orquesta Ricardo Tanturi,Enrique Campos,1944-04-27,Buenos Aires,Tango,Víctor Braña,Enrique Gaudino,,RCA-Victor 60-0472 79658,
3026,Joaquina,Orquesta Juan D'Arienzo,Instrumental,1943-11-23,Buenos Aires,Tango,Juan Bergamino,,,RCA-Victor 60-0260 77406,7453
3027,Jorge Duval,Orquesta Alfredo De Angelis,Instrumental,1950-04-19,Buenos Aires,Tango,Alfredo De Angelis,,,Odeon 55095-A 17623,
3028,Juan Manuel,Orquesta Pedro Maffia,Félix Gutiérrez,1934,Buenos Aires,Candombe,Sebastián Piana,Homero Manzi,,RCA-Victor 37662-B,
3029,Juan Porteño,Orquesta Carlos Di Sarli,Mario Pomar,1955-01-21,Buenos Aires,Tango,Carlos Di Sarli,Héctor Marcó,,RCA-Victor 1A-0372 S3714,
3030,Juan Pueblo,Orquesta Osvaldo Pugliese,Instrumental,1981-07-29,Buenos Aires,Tango,Ismael Spitalnik,,,Odeon 6550 45921,
3031,Juan Tango,Orquesta Aníbal Troilo,Floreal Ruiz,1945-05-29,Buenos Aires,Tango,"Pedro Maffia, Sebastián Piana",Cátulo Castillo,,RCA-Victor 60-0695 80665,
3032,Juana Milonga señores,Orquesta Alfredo De Angelis,"Carlos Dante, Oscar Larroca",1955-11-02,Buenos Aires,Milonga,"Hipólito Caron, Oscar Larroca",Hipólito Oneca,,Odeon 51828-A 20543,
3033,Juana Rebenque,Orquesta Francisco Canaro,Guillermo Rico,1946-02-27,Buenos Aires,Tango,Luis Riccardi,Enrique Cadícamo,,Odeon 5279 15335,
3034,Juana Tango,Orquesta Juan José Paz,Elsa Rivas,1958-11-20,Buenos Aires,Tango,Alfredo Navarrine,Julio Navarrine,,Odeon,1409
3035,Jueves,Orquesta Alfredo Gobbi,Instrumental,1947-07-30,Buenos Aires,Tango,"Udelino Toranzo, Rafael Rossi",,,RCA-Victor 60-1393 83554,
3036,Jueves,Orquesta Osvaldo Pugliese,Instrumental,1947-08-19,Buenos Aires,Tango,"Udelino Toranzo, Rafael Rossi",,,Odeon 7693 16646,
3037,Jueves,Conjunto Rafael Rossi,Instrumental,1958-11-14,Buenos Aires,Tango,"Udelino Toranzo, Rafael Rossi",,,Odeon DSOA/E 1414 A1 23647,1146
3038,Jugando jugando,Orquesta Miguel Caló,Raúl Berón,1944-08-28,Buenos Aires,Vals,Miguel Caló,Oscar Rubens,,Odeon 8392 14055,
3039,Juguete de placer,,Carlos Gardel,1926,Buenos Aires,Tango,Cátulo Castillo,José González Castillo,,Odeon 18174 4100,6397
3040,Julián,Orquesta Graciano Gómez,Nina Miranda,1955-08-12,Buenos Aires,Tango,Edgardo Donato,José Panizza,1923,Odeon,
3041,Julián,Orquesta Osvaldo Fresedo,Blanca Mooney,1959-01-20,Buenos Aires,Tango,Edgardo Donato,José Panizza,1923,CBS-Columbia 8216 1771,1278
3042,Julián,,Instrumental,1925-07-03,Buenos Aires,Tango,Edgardo Donato,José Panizza,1923,RCA-Victor 79566 621,
3043,Julián Centeya,Orquesta Carlos Di Sarli,Alberto Podestá,1942-09-09,Buenos Aires,Milonga,José Canet,Julián Centeya,1938,RCA-Victor 39764 69920,
3044,Julián Tango,Orquesta Osvaldo Requena,Roberto Rufino,1973,Buenos Aires,Tango,Roberto Rufino,"Roberto Giménez, Carlos Jonsson",1973,Microfón 4104,
3045,Julie,Orquesta Osvaldo Pugliese,Instrumental,1958-01-16,Buenos Aires,Tango,"Enrique Alessio, Carlos Lazzari",,,Odeon 52303 22821,
3046,Julieta y Romeo,Orquesta Juan D'Arienzo,Armando Laborde,1965-09-02,Buenos Aires,Tango,"Juan Polito, Carlos Lazzari, Ángel Gatti","Juan Polito, Carlos Lazzari, Ángel Gatti",,RCA-Victor AVL-3688 RAAN-5326,
3047,Junada,Orquesta Florindo Sassone,Roberto Chanel,1949-07-06,Buenos Aires,Tango,Armando Pontier,Ángel Di Rosa,1949,RCA-Victor 60-1808 91326,
3048,Juntitos vos y yo,Orquesta Alfredo De Angelis,Alberto Cuello,1965-09-07,Buenos Aires,Tango,Wenceslao Cinosi,Carlos Russo,,Odeon 81-B 31725,
3049,Junto a mi china,Orquesta Juan D'Arienzo,"Armando Laborde, Osvaldo Ramos",1965-09-27,Buenos Aires,Tango,Cayetano Puglisi,Armando Cereminati,,RCA-Victor AVL-3688 RAAN-5378,
3050,Junto a tu corazón,Orquesta Carlos Di Sarli,Alberto Podestá,1942-06-23,Buenos Aires,Tango,"Enrique Francini, Héctor Stamponi",José María Contursi,1942,RCA-Victor 39652 69777,
3051,Junto a tu corazón,Orquesta José García,Alfredo Rojas,1942-07-27,Buenos Aires,Tango,"Enrique Francini, Héctor Stamponi",José María Contursi,1942,Odeon 7404 12131,
3052,Junto a tu corazón,Orquesta Orlando Trujillo,José María Fontana,2003,Rosario,Tango,"Enrique Francini, Héctor Stamponi",José María Contursi,1942,Particular S/Nº,6448
3053,Junto al palenque,Orquesta Pedro Maffia,Instrumental,1930,Buenos Aires,Ranchera,Luis Mottolese,,,Columbia Record 6022-B,
3054,Justicia criolla,Orquesta Alfredo De Angelis,Carlos Dante,1946-11-07,Buenos Aires,Tango,Rafael Iriarte,Francisco Brancatti,1925,Odeon 30402-A 15936,
3055,Justicia criolla,,Ítalo Goyeche,1927,Buenos Aires,Tango,Rafael Iriarte,Francisco Brancatti,1925,RCA-Victor 79644,6262
3056,Justo el 31,Orquesta Francisco Rotundo,Julio Sosa,1953-12-14,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1930,Pampa 14096 MAI-1288,
3057,Justo el 31,Orquesta Juan D'Arienzo,Mario Bustos,1958-12-17,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1930,RCA-Victor 1A-1806 JAAB-0818,1859
3058,Juventud,Orquesta Pedro Maffia,Instrumental,1929,Buenos Aires,Tango,Juan Baüer,Roberto Aubriot Barboza,1929,Brunswick 1402-B,
3059,Juventud del cuarenta,Orquesta Jorge Arduh,"Carlos Soler, Luis Román",1994,Córdoba,Tango,Jorge Arduh,E. Cavigliasso,,Diapasón DP-155318,1308
3060,Knock-out de amor,,Carlos Gardel,1930-05-27,Buenos Aires,Tango,Vicente San Lorenzo,Iván Diez,,Odeon 18819 5633,2375
